"month","UF","admissions","dismissals","source"
"2010-10","AM",18574,15185,"CAGED (legacy file)"
"2010-10","AP",1942,1541,"CAGED (legacy file)"
"2010-10","BA",67241,60182,"CAGED (legacy file)"
"2010-10","CE",38527,32604,"CAGED (legacy file)"
"2010-10","DF",26723,23860,"CAGED (legacy file)"
"2010-10","ES",32386,29256,"CAGED (legacy file)"
"2010-10","GO",53077,55228,"CAGED (legacy file)"
"2010-10","MA",15862,11930,"CAGED (legacy file)"
"2010-10","MG",188249,173733,"CAGED (legacy file)"
"2010-10","MS",20301,18479,"CAGED (legacy file)"
"2010-10","MT",30866,30390,"CAGED (legacy file)"
"2010-10","PA",25484,22169,"CAGED (legacy file)"
"2010-10","PB",10980,7601,"CAGED (legacy file)"
"2010-10","PE",54721,38940,"CAGED (legacy file)"
"2010-10","PI",8935,5889,"CAGED (legacy file)"
"2010-10","PR",117667,102713,"CAGED (legacy file)"
"2010-10","RJ",135248,115677,"CAGED (legacy file)"
"2010-10","RN",15329,12964,"CAGED (legacy file)"
"2010-10","RO",14049,13752,"CAGED (legacy file)"
"2010-10","RR",1684,1436,"CAGED (legacy file)"
"2010-10","RS",116764,98172,"CAGED (legacy file)"
"2010-10","SC",94985,79640,"CAGED (legacy file)"
"2010-10","SE",12387,7610,"CAGED (legacy file)"
"2010-10","SP",495932,440555,"CAGED (legacy file)"
"2010-10","TO",5595,5780,"CAGED (legacy file)"
"2010-11","AC",2180,2603,"CAGED"
"2010-11","AL",12441,8307,"CAGED"
"2010-11","AM",16536,15126,"CAGED"
"2010-11","AP",1974,1959,"CAGED"
"2010-11","BA",65676,54995,"CAGED"
"2010-11","CE",38672,31822,"CAGED"
"2010-11","DF",25073,22360,"CAGED"
"2010-11","ES",32263,29206,"CAGED"
"2010-11","GO",50916,52403,"CAGED"
"2010-11","MA",16442,14555,"CAGED"
"2010-11","MG",182732,170639,"CAGED"
"2010-11","MS",20566,19581,"CAGED"
"2010-11","MT",27830,30862,"CAGED"
"2010-11","PA",26131,22704,"CAGED"
"2010-11","PB",10763,8377,"CAGED"
"2010-11","PE",48298,42297,"CAGED"
"2010-11","PI",8931,8453,"CAGED"
"2010-11","PR",115112,104859,"CAGED"
"2010-11","RJ",141339,109374,"CAGED"
"2010-11","RN",14990,12787,"CAGED"
"2010-11","RO",14036,12984,"CAGED"
"2010-11","RR",1491,1214,"CAGED"
"2010-11","RS",119595,97866,"CAGED"
"2010-11","SC",90852,78091,"CAGED"
"2010-11","SE",9864,7312,"CAGED"
"2010-11","SP",476711,471712,"CAGED"
"2010-11","TO",5458,6177,"CAGED"
"2010-12","AC",1837,2832,"CAGED (legacy file)"
"2010-12","AL",8490,8740,"CAGED (legacy file)"
"2010-12","AM",11921,19108,"CAGED (legacy file)"
"2010-12","AP",1501,1858,"CAGED (legacy file)"
"2010-12","BA",48881,66184,"CAGED (legacy file)"
"2010-12","CE",29987,30343,"CAGED (legacy file)"
"2010-12","DF",22131,29431,"CAGED (legacy file)"
"2010-12","ES",27499,35150,"CAGED (legacy file)"
"2010-12","GO",39584,59798,"CAGED (legacy file)"
"2010-12","MA",11962,18369,"CAGED (legacy file)"
"2010-12","MG",143349,194146,"CAGED (legacy file)"
"2010-12","MS",14374,22743,"CAGED (legacy file)"
"2010-12","MT",20191,30605,"CAGED (legacy file)"
"2010-12","PA",20279,25907,"CAGED (legacy file)"
"2010-12","PB",8137,9692,"CAGED (legacy file)"
"2010-12","PE",39723,44322,"CAGED (legacy file)"
"2010-12","PI",6322,8244,"CAGED (legacy file)"
"2010-12","PR",83570,115440,"CAGED (legacy file)"
"2010-12","RJ",119927,130030,"CAGED (legacy file)"
"2010-12","RN",11867,15642,"CAGED (legacy file)"
"2010-12","RO",9392,12470,"CAGED (legacy file)"
"2010-12","RR",1160,1318,"CAGED (legacy file)"
"2010-12","RS",93634,111828,"CAGED (legacy file)"
"2010-12","SC",64997,90298,"CAGED (legacy file)"
"2010-12","SE",7170,8744,"CAGED (legacy file)"
"2010-12","SP",378583,538165,"CAGED (legacy file)"
"2010-12","TO",4086,6665,"CAGED (legacy file)"
"2011-01","AC",2128,2463,"CAGED"
"2011-01","AL",10316,8921,"CAGED"
"2011-01","AM",19016,15898,"CAGED"
"2011-01","AP",1941,2147,"CAGED"
"2011-01","BA",65664,58226,"CAGED"
"2011-01","CE",36884,37840,"CAGED"
"2011-01","DF",30159,26037,"CAGED"
"2011-01","ES",35222,33446,"CAGED"
"2011-01","GO",60085,47060,"CAGED"
"2011-01","MA",14754,15814,"CAGED"
"2011-01","MG",182159,168313,"CAGED"
"2011-01","MS",23345,19777,"CAGED"
"2011-01","MT",33685,25848,"CAGED"
"2011-01","PA",24783,23928,"CAGED"
"2011-01","PB",10258,11370,"CAGED"
"2011-01","PE",43718,49675,"CAGED"
"2011-01","PI",8299,8145,"CAGED"
"2011-01","PR",125057,110103,"CAGED"
"2011-01","RJ",134721,133594,"CAGED"
"2011-01","RN",13942,16185,"CAGED"
"2011-01","RO",11319,10939,"CAGED"
"2011-01","RR",1617,1408,"CAGED"
"2011-01","RS",125695,108463,"CAGED"
"2011-01","SC",106203,89314,"CAGED"
"2011-01","SE",9289,7559,"CAGED"
"2011-01","SP",514585,460239,"CAGED"
"2011-01","TO",5528,5569,"CAGED"
"2011-02","AC",2624,2195,"CAGED"
"2011-02","AL",8804,9292,"CAGED"
"2011-02","AM",18734,14016,"CAGED"
"2011-02","AP",1815,1743,"CAGED"
"2011-02","BA",59953,56826,"CAGED"
"2011-02","CE",40033,34240,"CAGED"
"2011-02","DF",28818,25767,"CAGED"
"2011-02","ES",37578,33832,"CAGED"
"2011-02","GO",60511,47286,"CAGED"
"2011-02","MA",14269,13109,"CAGED"
"2011-02","MG",211390,175337,"CAGED"
"2011-02","MS",24922,19531,"CAGED"
"2011-02","MT",37865,27307,"CAGED"
"2011-02","PA",25944,21736,"CAGED"
"2011-02","PB",10740,14321,"CAGED"
"2011-02","PE",44580,42511,"CAGED"
"2011-02","PI",8327,8145,"CAGED"
"2011-02","PR",137977,118176,"CAGED"
"2011-02","RJ",146801,126880,"CAGED"
"2011-02","RN",14512,14639,"CAGED"
"2011-02","RO",15362,11442,"CAGED"
"2011-02","RR",1514,1387,"CAGED"
"2011-02","RS",134016,113636,"CAGED"
"2011-02","SC",115168,96254,"CAGED"
"2011-02","SE",9188,7894,"CAGED"
"2011-02","SP",579673,473870,"CAGED"
"2011-02","TO",6099,5046,"CAGED"
"2011-03","AC",2272,3113,"CAGED (legacy file)"
"2011-03","AL",8860,24646,"CAGED (legacy file)"
"2011-03","AM",19261,15407,"CAGED (legacy file)"
"2011-03","AP",2599,2678,"CAGED (legacy file)"
"2011-03","BA",62828,60070,"CAGED (legacy file)"
"2011-03","CE",37564,38147,"CAGED (legacy file)"
"2011-03","DF",29545,27632,"CAGED (legacy file)"
"2011-03","ES",34217,34421,"CAGED (legacy file)"
"2011-03","GO",59385,50986,"CAGED (legacy file)"
"2011-03","MA",13595,17411,"CAGED (legacy file)"
"2011-03","MG",202241,190665,"CAGED (legacy file)"
"2011-03","MS",25122,22614,"CAGED (legacy file)"
"2011-03","MT",31551,33820,"CAGED (legacy file)"
"2011-03","PA",25422,26879,"CAGED (legacy file)"
"2011-03","PB",10602,13728,"CAGED (legacy file)"
"2011-03","PE",43011,50216,"CAGED (legacy file)"
"2011-03","PI",7566,9680,"CAGED (legacy file)"
"2011-03","PR",142573,128646,"CAGED (legacy file)"
"2011-03","RJ",137224,134389,"CAGED (legacy file)"
"2011-03","RN",13848,14896,"CAGED (legacy file)"
"2011-03","RO",14569,12582,"CAGED (legacy file)"
"2011-03","RR",1732,1855,"CAGED (legacy file)"
"2011-03","RS",148474,129002,"CAGED (legacy file)"
"2011-03","SC",108436,106101,"CAGED (legacy file)"
"2011-03","SE",8897,9626,"CAGED (legacy file)"
"2011-03","SP",569091,508090,"CAGED (legacy file)"
"2011-03","TO",5437,5947,"CAGED (legacy file)"
"2011-04","AC",2348,1994,"CAGED"
"2011-04","AL",8209,24343,"CAGED"
"2011-04","AM",19921,15575,"CAGED"
"2011-04","AP",2181,1712,"CAGED"
"2011-04","BA",67571,56948,"CAGED"
"2011-04","CE",40625,34020,"CAGED"
"2011-04","DF",28719,23475,"CAGED"
"2011-04","ES",37819,29005,"CAGED"
"2011-04","GO",62841,50671,"CAGED"
"2011-04","MA",14974,13039,"CAGED"
"2011-04","MG",207608,171254,"CAGED"
"2011-04","MS",24600,22594,"CAGED"
"2011-04","MT",31941,30124,"CAGED"
"2011-04","PA",24736,21718,"CAGED"
"2011-04","PB",10963,9061,"CAGED"
"2011-04","PE",47484,49448,"CAGED"
"2011-04","PI",9380,6884,"CAGED"
"2011-04","PR",129987,109150,"CAGED"
"2011-04","RJ",146984,121228,"CAGED"
"2011-04","RN",14607,14236,"CAGED"
"2011-04","RO",12466,11528,"CAGED"
"2011-04","RR",1622,1750,"CAGED"
"2011-04","RS",126607,109610,"CAGED"
"2011-04","SC",95005,86254,"CAGED"
"2011-04","SE",8899,10038,"CAGED"
"2011-04","SP",590408,471275,"CAGED"
"2011-04","TO",5873,5219,"CAGED"
"2011-05","AC",2901,2673,"CAGED"
"2011-05","AL",10422,12650,"CAGED"
"2011-05","AM",21373,18379,"CAGED"
"2011-05","AP",2555,2357,"CAGED"
"2011-05","BA",75187,63477,"CAGED"
"2011-05","CE",41536,38931,"CAGED"
"2011-05","DF",29863,29825,"CAGED"
"2011-05","ES",49372,36853,"CAGED"
"2011-05","GO",67435,55217,"CAGED"
"2011-05","MA",16225,16201,"CAGED"
"2011-05","MG",251016,194039,"CAGED"
"2011-05","MS",27043,21096,"CAGED"
"2011-05","MT",36100,32474,"CAGED"
"2011-05","PA",27746,26588,"CAGED"
"2011-05","PB",11144,10325,"CAGED"
"2011-05","PE",51595,41735,"CAGED"
"2011-05","PI",8888,7733,"CAGED"
"2011-05","PR",136735,119946,"CAGED"
"2011-05","RJ",157073,138470,"CAGED"
"2011-05","RN",15067,15222,"CAGED"
"2011-05","RO",14852,14507,"CAGED"
"2011-05","RR",1638,2317,"CAGED"
"2011-05","RS",126601,122147,"CAGED"
"2011-05","SC",101544,97046,"CAGED"
"2011-05","SE",9843,8539,"CAGED"
"2011-05","SP",612234,525497,"CAGED"
"2011-05","TO",6677,6354,"CAGED"
"2011-06","AC",3320,2381,"CAGED"
"2011-06","AL",10002,8552,"CAGED"
"2011-06","AM",20475,15602,"CAGED"
"2011-06","AP",2711,2059,"CAGED"
"2011-06","BA",71172,59405,"CAGED"
"2011-06","CE",43691,39607,"CAGED"
"2011-06","DF",27955,26612,"CAGED"
"2011-06","ES",39784,41477,"CAGED"
"2011-06","GO",61177,52766,"CAGED"
"2011-06","MA",19165,14482,"CAGED"
"2011-06","MG",231570,186549,"CAGED"
"2011-06","MS",23200,19623,"CAGED"
"2011-06","MT",38872,29040,"CAGED"
"2011-06","PA",30005,25803,"CAGED"
"2011-06","PB",11440,8936,"CAGED"
"2011-06","PE",50972,39644,"CAGED"
"2011-06","PI",9931,8229,"CAGED"
"2011-06","PR",125784,119007,"CAGED"
"2011-06","RJ",151430,131674,"CAGED"
"2011-06","RN",15482,14075,"CAGED"
"2011-06","RO",14853,13746,"CAGED"
"2011-06","RR",1369,1391,"CAGED"
"2011-06","RS",115728,109441,"CAGED"
"2011-06","SC",89766,86767,"CAGED"
"2011-06","SE",9180,8152,"CAGED"
"2011-06","SP",556868,495660,"CAGED"
"2011-06","TO",5915,5744,"CAGED"
"2011-07","AC",3241,2742,"CAGED"
"2011-07","AL",9614,8034,"CAGED"
"2011-07","AM",21079,16575,"CAGED"
"2011-07","AP",2673,2023,"CAGED"
"2011-07","BA",73029,70996,"CAGED"
"2011-07","CE",43564,35744,"CAGED"
"2011-07","DF",27163,26848,"CAGED"
"2011-07","ES",38064,37046,"CAGED"
"2011-07","GO",58321,52266,"CAGED"
"2011-07","MA",17125,14104,"CAGED"
"2011-07","MG",208193,200263,"CAGED"
"2011-07","MS",22741,21149,"CAGED"
"2011-07","MT",33126,28609,"CAGED"
"2011-07","PA",29354,22584,"CAGED"
"2011-07","PB",11322,10132,"CAGED"
"2011-07","PE",49740,41711,"CAGED"
"2011-07","PI",8631,7729,"CAGED"
"2011-07","PR",123004,114174,"CAGED"
"2011-07","RJ",140973,130005,"CAGED"
"2011-07","RN",15357,14064,"CAGED"
"2011-07","RO",15361,14051,"CAGED"
"2011-07","RR",1672,1524,"CAGED"
"2011-07","RS",112854,107646,"CAGED"
"2011-07","SC",88591,85585,"CAGED"
"2011-07","SE",9454,7779,"CAGED"
"2011-07","SP",526741,477456,"CAGED"
"2011-07","TO",5876,5461,"CAGED"
"2011-08","AC",2791,2638,"CAGED"
"2011-08","AL",12803,8881,"CAGED"
"2011-08","AM",20717,16535,"CAGED"
"2011-08","AP",2885,2241,"CAGED"
"2011-08","BA",73045,65902,"CAGED"
"2011-08","CE",46630,38625,"CAGED"
"2011-08","DF",29700,26773,"CAGED"
"2011-08","ES",39949,37151,"CAGED"
"2011-08","GO",62226,55371,"CAGED"
"2011-08","MA",18523,15094,"CAGED"
"2011-08","MG",216040,216841,"CAGED"
"2011-08","MS",24530,22121,"CAGED"
"2011-08","MT",34977,32072,"CAGED"
"2011-08","PA",32381,25718,"CAGED"
"2011-08","PB",20720,10449,"CAGED"
"2011-08","PE",61070,42457,"CAGED"
"2011-08","PI",8885,7872,"CAGED"
"2011-08","PR",131769,117518,"CAGED"
"2011-08","RJ",152843,132978,"CAGED"
"2011-08","RN",19367,14771,"CAGED"
"2011-08","RO",14107,13508,"CAGED"
"2011-08","RR",1771,1356,"CAGED"
"2011-08","RS",122317,116708,"CAGED"
"2011-08","SC",96309,88712,"CAGED"
"2011-08","SE",11004,8483,"CAGED"
"2011-08","SP",566289,513256,"CAGED"
"2011-08","TO",6673,5844,"CAGED"
"2011-09","AC",2443,2357,"CAGED"
"2011-09","AL",40319,8382,"CAGED"
"2011-09","AM",19250,15931,"CAGED"
"2011-09","AP",3140,2188,"CAGED"
"2011-09","BA",66452,63427,"CAGED"
"2011-09","CE",44737,36133,"CAGED"
"2011-09","DF",28810,26330,"CAGED"
"2011-09","ES",35184,31730,"CAGED"
"2011-09","GO",59783,54453,"CAGED"
"2011-09","MA",17777,14018,"CAGED"
"2011-09","MG",206947,203593,"CAGED"
"2011-09","MS",22056,20421,"CAGED"
"2011-09","MT",34161,33394,"CAGED"
"2011-09","PA",32045,26170,"CAGED"
"2011-09","PB",13231,9398,"CAGED"
"2011-09","PE",67956,40190,"CAGED"
"2011-09","PI",8793,7509,"CAGED"
"2011-09","PR",125522,112365,"CAGED"
"2011-09","RJ",149948,126045,"CAGED"
"2011-09","RN",18007,13440,"CAGED"
"2011-09","RO",13235,12992,"CAGED"
"2011-09","RR",1993,1245,"CAGED"
"2011-09","RS",110942,104438,"CAGED"
"2011-09","SC",92376,82079,"CAGED"
"2011-09","SE",12648,7999,"CAGED"
"2011-09","SP",528595,492199,"CAGED"
"2011-09","TO",6676,5522,"CAGED"
"2011-10","AC",2639,2679,"CAGED"
"2011-10","AL",14433,8495,"CAGED"
"2011-10","AM",18344,15717,"CAGED"
"2011-10","AP",2743,2070,"CAGED"
"2011-10","BA",65272,64791,"CAGED"
"2011-10","CE",42861,36611,"CAGED"
"2011-10","DF",27695,24516,"CAGED"
"2011-10","ES",34502,30248,"CAGED"
"2011-10","GO",54652,59313,"CAGED"
"2011-10","MA",16409,14345,"CAGED"
"2011-10","MG",190049,182591,"CAGED"
"2011-10","MS",21147,23133,"CAGED"
"2011-10","MT",33147,32666,"CAGED"
"2011-10","PA",29111,23148,"CAGED"
"2011-10","PB",11213,9157,"CAGED"
"2011-10","PE",53237,45816,"CAGED"
"2011-10","PI",7551,6057,"CAGED"
"2011-10","PR",120860,109291,"CAGED"
"2011-10","RJ",139366,126107,"CAGED"
"2011-10","RN",15692,13751,"CAGED"
"2011-10","RO",12760,12793,"CAGED"
"2011-10","RR",1634,1451,"CAGED"
"2011-10","RS",120665,104143,"CAGED"
"2011-10","SC",97127,83974,"CAGED"
"2011-10","SE",10634,8395,"CAGED"
"2011-10","SP",515223,492344,"CAGED"
"2011-10","TO",5600,4821,"CAGED"
"2011-11","AC",2419,2683,"CAGED"
"2011-11","AL",10981,8951,"CAGED"
"2011-11","AM",16849,15546,"CAGED"
"2011-11","AP",2679,2183,"CAGED"
"2011-11","BA",60940,57783,"CAGED"
"2011-11","CE",41865,37497,"CAGED"
"2011-11","DF",26580,25150,"CAGED"
"2011-11","ES",34818,33104,"CAGED"
"2011-11","GO",51827,62293,"CAGED"
"2011-11","MA",16357,16023,"CAGED"
"2011-11","MG",185462,179637,"CAGED"
"2011-11","MS",20545,21830,"CAGED"
"2011-11","MT",29528,35319,"CAGED"
"2011-11","PA",28542,24316,"CAGED"
"2011-11","PB",11715,9565,"CAGED"
"2011-11","PE",48388,43253,"CAGED"
"2011-11","PI",8004,7414,"CAGED"
"2011-11","PR",119081,113418,"CAGED"
"2011-11","RJ",149334,124467,"CAGED"
"2011-11","RN",15047,14034,"CAGED"
"2011-11","RO",12773,14284,"CAGED"
"2011-11","RR",1572,1121,"CAGED"
"2011-11","RS",120401,107526,"CAGED"
"2011-11","SC",94722,82633,"CAGED"
"2011-11","SE",9549,8237,"CAGED"
"2011-11","SP",494357,523502,"CAGED"
"2011-11","TO",6087,5918,"CAGED"
"2011-12","AC",1858,2653,"CAGED"
"2011-12","AL",7903,9763,"CAGED"
"2011-12","AM",11591,17738,"CAGED"
"2011-12","AP",2281,2340,"CAGED"
"2011-12","BA",56087,71156,"CAGED"
"2011-12","CE",29928,36497,"CAGED"
"2011-12","DF",22729,30436,"CAGED"
"2011-12","ES",30983,35231,"CAGED"
"2011-12","GO",41422,62598,"CAGED"
"2011-12","MA",14105,17085,"CAGED"
"2011-12","MG",148956,200449,"CAGED"
"2011-12","MS",15054,24824,"CAGED"
"2011-12","MT",21989,35782,"CAGED"
"2011-12","PA",22513,29627,"CAGED"
"2011-12","PB",8978,10063,"CAGED"
"2011-12","PE",41053,46086,"CAGED"
"2011-12","PI",6024,10012,"CAGED"
"2011-12","PR",87552,121738,"CAGED"
"2011-12","RJ",128938,141645,"CAGED"
"2011-12","RN",12684,15782,"CAGED"
"2011-12","RO",10262,13745,"CAGED"
"2011-12","RR",1208,1448,"CAGED"
"2011-12","RS",98049,120767,"CAGED"
"2011-12","SC",70460,95700,"CAGED"
"2011-12","SE",7600,8996,"CAGED"
"2011-12","SP",400409,544440,"CAGED"
"2011-12","TO",4435,6622,"CAGED"
"2012-01","AC",2131,2371,"CAGED"
"2012-01","AL",10188,10451,"CAGED"
"2012-01","AM",15710,17054,"CAGED"
"2012-01","AP",2440,2307,"CAGED"
"2012-01","BA",67565,60704,"CAGED"
"2012-01","CE",38756,41420,"CAGED"
"2012-01","DF",28434,25927,"CAGED"
"2012-01","ES",36226,34738,"CAGED"
"2012-01","GO",59894,51818,"CAGED"
"2012-01","MA",16281,17181,"CAGED"
"2012-01","MG",190935,174393,"CAGED"
"2012-01","MS",23035,21065,"CAGED"
"2012-01","MT",40181,30039,"CAGED"
"2012-01","PA",27760,27130,"CAGED"
"2012-01","PB",11886,11721,"CAGED"
"2012-01","PE",46731,45350,"CAGED"
"2012-01","PI",8768,8550,"CAGED"
"2012-01","PR",135425,120772,"CAGED"
"2012-01","RJ",141614,142208,"CAGED"
"2012-01","RN",15237,16021,"CAGED"
"2012-01","RO",13236,12284,"CAGED"
"2012-01","RR",1420,1764,"CAGED"
"2012-01","RS",130481,117371,"CAGED"
"2012-01","SC",110820,94419,"CAGED"
"2012-01","SE",10619,8838,"CAGED"
"2012-01","SP",519808,491481,"CAGED"
"2012-01","TO",5909,5218,"CAGED"
"2012-02","AC",2250,2189,"CAGED"
"2012-02","AL",8244,11406,"CAGED"
"2012-02","AM",14561,15033,"CAGED"
"2012-02","AP",2112,2110,"CAGED"
"2012-02","BA",57361,58980,"CAGED"
"2012-02","CE",37764,34097,"CAGED"
"2012-02","DF",28791,24596,"CAGED"
"2012-02","ES",35390,34980,"CAGED"
"2012-02","GO",60934,50594,"CAGED"
"2012-02","MA",14863,15674,"CAGED"
"2012-02","MG",195489,174458,"CAGED"
"2012-02","MS",24004,21737,"CAGED"
"2012-02","MT",36800,30145,"CAGED"
"2012-02","PA",26970,24833,"CAGED"
"2012-02","PB",11446,14583,"CAGED"
"2012-02","PE",42273,46117,"CAGED"
"2012-02","PI",8094,7870,"CAGED"
"2012-02","PR",137609,123534,"CAGED"
"2012-02","RJ",146078,130007,"CAGED"
"2012-02","RN",13658,15870,"CAGED"
"2012-02","RO",13348,12475,"CAGED"
"2012-02","RR",1719,1536,"CAGED"
"2012-02","RS",130048,120320,"CAGED"
"2012-02","SC",118650,102931,"CAGED"
"2012-02","SE",9782,8498,"CAGED"
"2012-02","SP",555658,499904,"CAGED"
"2012-02","TO",6166,4985,"CAGED"
"2012-03","AC",2038,2618,"CAGED"
"2012-03","AL",8255,29287,"CAGED"
"2012-03","AM",16317,17078,"CAGED"
"2012-03","AP",2470,2609,"CAGED"
"2012-03","BA",68641,66398,"CAGED"
"2012-03","CE",38870,40457,"CAGED"
"2012-03","DF",29831,27981,"CAGED"
"2012-03","ES",40784,36664,"CAGED"
"2012-03","GO",65798,53083,"CAGED"
"2012-03","MA",14475,16112,"CAGED"
"2012-03","MG",220000,197326,"CAGED"
"2012-03","MS",25832,22827,"CAGED"
"2012-03","MT",35727,36533,"CAGED"
"2012-03","PA",28199,28345,"CAGED"
"2012-03","PB",12017,15438,"CAGED"
"2012-03","PE",49691,57877,"CAGED"
"2012-03","PI",9178,8717,"CAGED"
"2012-03","PR",149073,134222,"CAGED"
"2012-03","RJ",158597,146587,"CAGED"
"2012-03","RN",15586,15169,"CAGED"
"2012-03","RO",12685,12040,"CAGED"
"2012-03","RR",1881,1555,"CAGED"
"2012-03","RS",151636,134761,"CAGED"
"2012-03","SC",116914,107163,"CAGED"
"2012-03","SE",10604,10692,"CAGED"
"2012-03","SP",589981,542702,"CAGED"
"2012-03","TO",6047,5140,"CAGED"
"2012-04","AC",2664,1694,"CAGED"
"2012-04","AL",8224,21498,"CAGED"
"2012-04","AM",16263,15778,"CAGED"
"2012-04","AP",2494,1915,"CAGED"
"2012-04","BA",69411,61564,"CAGED"
"2012-04","CE",38591,36393,"CAGED"
"2012-04","DF",28837,24405,"CAGED"
"2012-04","ES",43488,33649,"CAGED"
"2012-04","GO",69111,51965,"CAGED"
"2012-04","MA",14816,14191,"CAGED"
"2012-04","MG",208716,179830,"CAGED"
"2012-04","MS",27652,21337,"CAGED"
"2012-04","MT",37317,33026,"CAGED"
"2012-04","PA",28595,23933,"CAGED"
"2012-04","PB",12647,11550,"CAGED"
"2012-04","PE",47869,49996,"CAGED"
"2012-04","PI",7713,6763,"CAGED"
"2012-04","PR",138133,117210,"CAGED"
"2012-04","RJ",149663,131122,"CAGED"
"2012-04","RN",14719,14771,"CAGED"
"2012-04","RO",11489,14802,"CAGED"
"2012-04","RR",1583,1691,"CAGED"
"2012-04","RS",128760,114597,"CAGED"
"2012-04","SC",99033,91114,"CAGED"
"2012-04","SE",8809,10997,"CAGED"
"2012-04","SP",575841,490495,"CAGED"
"2012-04","TO",5663,4841,"CAGED"
"2012-05","AC",2952,2140,"CAGED (legacy file)"
"2012-05","AL",8579,10686,"CAGED (legacy file)"
"2012-05","AM",16292,17074,"CAGED (legacy file)"
"2012-05","AP",2212,2056,"CAGED (legacy file)"
"2012-05","BA",69313,66242,"CAGED (legacy file)"
"2012-05","CE",39539,38776,"CAGED (legacy file)"
"2012-05","DF",29679,29582,"CAGED (legacy file)"
"2012-05","ES",44280,39742,"CAGED (legacy file)"
"2012-05","GO",62559,54546,"CAGED (legacy file)"
"2012-05","MA",17457,15727,"CAGED (legacy file)"
"2012-05","MG",222628,189944,"CAGED (legacy file)"
"2012-05","MS",23943,20721,"CAGED (legacy file)"
"2012-05","MT",36189,34048,"CAGED (legacy file)"
"2012-05","PA",28715,26499,"CAGED (legacy file)"
"2012-05","PB",12804,10580,"CAGED (legacy file)"
"2012-05","PE",51328,46620,"CAGED (legacy file)"
"2012-05","PI",8181,8182,"CAGED (legacy file)"
"2012-05","PR",130741,119003,"CAGED (legacy file)"
"2012-05","RJ",151703,139673,"CAGED (legacy file)"
"2012-05","RN",14367,15186,"CAGED (legacy file)"
"2012-05","RO",14214,11736,"CAGED (legacy file)"
"2012-05","RR",1415,1875,"CAGED (legacy file)"
"2012-05","RS",119684,123016,"CAGED (legacy file)"
"2012-05","SC",96261,94754,"CAGED (legacy file)"
"2012-05","SE",9223,9732,"CAGED (legacy file)"
"2012-05","SP",564454,511830,"CAGED (legacy file)"
"2012-05","TO",6363,5426,"CAGED (legacy file)"
"2012-06","AC",2747,2344,"CAGED (legacy file)"
"2012-06","AL",9818,9721,"CAGED (legacy file)"
"2012-06","AM",17110,15506,"CAGED (legacy file)"
"2012-06","AP",2880,2637,"CAGED (legacy file)"
"2012-06","BA",63960,63719,"CAGED (legacy file)"
"2012-06","CE",41341,37415,"CAGED (legacy file)"
"2012-06","DF",30636,30383,"CAGED (legacy file)"
"2012-06","ES",37925,43331,"CAGED (legacy file)"
"2012-06","GO",60438,55177,"CAGED (legacy file)"
"2012-06","MA",18319,16454,"CAGED (legacy file)"
"2012-06","MG",229145,190661,"CAGED (legacy file)"
"2012-06","MS",22148,20689,"CAGED (legacy file)"
"2012-06","MT",40475,32693,"CAGED (legacy file)"
"2012-06","PA",34094,28044,"CAGED (legacy file)"
"2012-06","PB",11509,10003,"CAGED (legacy file)"
"2012-06","PE",52919,42434,"CAGED (legacy file)"
"2012-06","PI",9670,8082,"CAGED (legacy file)"
"2012-06","PR",124777,119642,"CAGED (legacy file)"
"2012-06","RJ",151143,143282,"CAGED (legacy file)"
"2012-06","RN",15866,14235,"CAGED (legacy file)"
"2012-06","RO",14737,11958,"CAGED (legacy file)"
"2012-06","RR",1646,1472,"CAGED (legacy file)"
"2012-06","RS",113522,114347,"CAGED (legacy file)"
"2012-06","SC",88326,86962,"CAGED (legacy file)"
"2012-06","SE",9870,8773,"CAGED (legacy file)"
"2012-06","SP",521278,496082,"CAGED (legacy file)"
"2012-06","TO",6028,5841,"CAGED (legacy file)"
"2012-07","AC",2680,2206,"CAGED"
"2012-07","AL",9522,9353,"CAGED"
"2012-07","AM",17637,15754,"CAGED"
"2012-07","AP",3035,2229,"CAGED"
"2012-07","BA",65848,63639,"CAGED"
"2012-07","CE",44057,37362,"CAGED"
"2012-07","DF",29090,28529,"CAGED"
"2012-07","ES",39003,36402,"CAGED"
"2012-07","GO",60160,56168,"CAGED"
"2012-07","MA",19210,15810,"CAGED"
"2012-07","MG",219851,200635,"CAGED"
"2012-07","MS",23999,22103,"CAGED"
"2012-07","MT",38165,32338,"CAGED"
"2012-07","PA",31685,24926,"CAGED"
"2012-07","PB",12421,11624,"CAGED"
"2012-07","PE",48390,46131,"CAGED"
"2012-07","PI",9513,7802,"CAGED"
"2012-07","PR",129959,123953,"CAGED"
"2012-07","RJ",156863,143424,"CAGED"
"2012-07","RN",16712,14234,"CAGED"
"2012-07","RO",14646,12519,"CAGED"
"2012-07","RR",2274,1514,"CAGED"
"2012-07","RS",118762,114935,"CAGED"
"2012-07","SC",92488,89261,"CAGED"
"2012-07","SE",10195,8729,"CAGED"
"2012-07","SP",531446,483609,"CAGED"
"2012-07","TO",5630,5556,"CAGED"
"2012-08","AC",2838,2380,"CAGED (legacy file)"
"2012-08","AL",10381,10356,"CAGED (legacy file)"
"2012-08","AM",18809,17562,"CAGED (legacy file)"
"2012-08","AP",3465,2449,"CAGED (legacy file)"
