"month","UF","admissions","dismissals","source"
"2015-01","MG",166905,181438,"CAGED"
"2015-01","MS",23794,25064,"CAGED"
"2015-01","MT",41574,35258,"CAGED"
"2015-01","PA",27651,32286,"CAGED"
"2015-01","PB",13572,14523,"CAGED"
"2015-01","PE",39077,52092,"CAGED"
"2015-01","PI",9150,10819,"CAGED"
"2015-01","PR",125799,119086,"CAGED"
"2015-01","RJ",125151,165809,"CAGED"
"2015-01","RN",15159,16369,"CAGED"
"2015-01","RO",10665,12352,"CAGED"
"2015-01","RR",2153,2304,"CAGED"
"2015-01","RS",122155,113817,"CAGED"
"2015-01","SC",112607,97970,"CAGED"
"2015-01","SE",8899,9278,"CAGED"
"2015-01","SP",485211,498810,"CAGED"
"2015-01","TO",6318,6859,"CAGED"
"2015-02","AC",2016,2593,"CAGED"
"2015-02","AL",8848,9355,"CAGED"
"2015-02","AM",14130,16147,"CAGED"
"2015-02","AP",1819,2374,"CAGED"
"2015-02","BA",56123,62923,"CAGED"
"2015-02","CE",40053,42080,"CAGED"
"2015-02","DF",26922,27333,"CAGED"
"2015-02","ES",32590,35651,"CAGED"
"2015-02","GO",57551,53092,"CAGED"
"2015-02","MA",13938,16198,"CAGED"
"2015-02","MG",181971,178804,"CAGED"
"2015-02","MS",24249,22675,"CAGED"
"2015-02","MT",39714,34555,"CAGED"
"2015-02","PA",29409,30260,"CAGED"
"2015-02","PB",13347,14557,"CAGED"
"2015-02","PE",37382,48042,"CAGED"
"2015-02","PI",9786,9680,"CAGED"
"2015-02","PR",132532,123958,"CAGED"
"2015-02","RJ",133504,144605,"CAGED"
"2015-02","RN",13635,17648,"CAGED"
"2015-02","RO",11494,13286,"CAGED"
"2015-02","RR",2109,2139,"CAGED"
"2015-02","RS",122804,119584,"CAGED"
"2015-02","SC",119862,107754,"CAGED"
"2015-02","SE",8909,9066,"CAGED"
"2015-02","SP",504269,498120,"CAGED"
"2015-02","TO",7737,6639,"CAGED"
"2015-03","AC",1968,2468,"CAGED"
"2015-03","AL",10421,10917,"CAGED"
"2015-03","AM",15131,16763,"CAGED"
"2015-03","AP",1755,2424,"CAGED"
"2015-03","BA",62480,63647,"CAGED"
"2015-03","CE",41701,42058,"CAGED"
"2015-03","DF",28763,26577,"CAGED"
"2015-03","ES",36008,37492,"CAGED"
"2015-03","GO",60223,54047,"CAGED"
"2015-03","MA",15758,16417,"CAGED"
"2015-03","MG",181169,184638,"CAGED"
"2015-03","MS",25406,25358,"CAGED"
"2015-03","MT",37086,39300,"CAGED"
"2015-03","PA",27221,29883,"CAGED"
"2015-03","PB",12711,18402,"CAGED"
"2015-03","PE",40906,52768,"CAGED"
"2015-03","PI",10761,9745,"CAGED"
"2015-03","PR",135763,125589,"CAGED"
"2015-03","RJ",156934,152816,"CAGED"
"2015-03","RN",14897,15068,"CAGED"
"2015-03","RO",11190,11811,"CAGED"
"2015-03","RR",2053,2202,"CAGED"
"2015-03","RS",140628,128388,"CAGED"
"2015-03","SC",110794,106846,"CAGED"
"2015-03","SE",9556,9307,"CAGED"
"2015-03","SP",520924,508017,"CAGED"
"2015-03","TO",7012,6989,"CAGED"
"2015-04","AC",2334,2239,"CAGED"
"2015-04","AL",8504,21773,"CAGED"
"2015-04","AM",13720,17619,"CAGED"
"2015-04","AP",2238,2272,"CAGED"
"2015-04","BA",60933,61826,"CAGED"
"2015-04","CE",39391,42938,"CAGED"
"2015-04","DF",24610,23557,"CAGED"
"2015-04","ES",33477,34750,"CAGED"
"2015-04","GO",56915,54630,"CAGED"
"2015-04","MA",14745,15480,"CAGED"
"2015-04","MG",164195,171159,"CAGED"
"2015-04","MS",22763,22394,"CAGED"
"2015-04","MT",34788,38074,"CAGED"
"2015-04","PA",26868,29848,"CAGED"
"2015-04","PB",11805,14912,"CAGED"
"2015-04","PE",39198,59352,"CAGED"
"2015-04","PI",10183,9571,"CAGED"
"2015-04","PR",115320,117322,"CAGED"
"2015-04","RJ",127989,140588,"CAGED"
"2015-04","RN",13597,14942,"CAGED"
"2015-04","RO",10677,11749,"CAGED"
"2015-04","RR",1849,2058,"CAGED"
"2015-04","RS",109190,116468,"CAGED"
"2015-04","SC",90823,95032,"CAGED"
"2015-04","SE",8965,11004,"CAGED"
"2015-04","SP",476032,487108,"CAGED"
"2015-04","TO",6572,6844,"CAGED"
"2015-05","AC",2297,2104,"CAGED"
"2015-05","AL",8739,18366,"CAGED"
"2015-05","AM",11552,16310,"CAGED"
"2015-05","AP",1684,2723,"CAGED"
"2015-05","BA",55795,63214,"CAGED"
"2015-05","CE",41058,42737,"CAGED"
"2015-05","DF",25070,26701,"CAGED"
"2015-05","ES",34925,37026,"CAGED"
"2015-05","GO",55086,54753,"CAGED"
"2015-05","MA",17569,18831,"CAGED"
"2015-05","MG",161103,171127,"CAGED"
"2015-05","MS",21255,20721,"CAGED"
"2015-05","MT",34315,36239,"CAGED"
"2015-05","PA",26539,27712,"CAGED"
"2015-05","PB",11299,13424,"CAGED"
"2015-05","PE",37497,44800,"CAGED"
"2015-05","PI",9587,9524,"CAGED"
"2015-05","PR",108892,110253,"CAGED"
"2015-05","RJ",128294,139399,"CAGED"
"2015-05","RN",13672,15077,"CAGED"
"2015-05","RO",10850,11544,"CAGED"
"2015-05","RR",1787,2004,"CAGED"
"2015-05","RS",97574,113389,"CAGED"
"2015-05","SC",82849,89566,"CAGED"
"2015-05","SE",8366,12412,"CAGED"
"2015-05","SP",450590,473627,"CAGED"
"2015-05","TO",6401,6661,"CAGED"
"2015-06","AC",2318,2223,"CAGED"
"2015-06","AL",7861,9507,"CAGED"
"2015-06","AM",12317,16176,"CAGED"
"2015-06","AP",1899,2326,"CAGED"
"2015-06","BA",51867,60991,"CAGED"
"2015-06","CE",42536,41314,"CAGED"
"2015-06","DF",25740,27461,"CAGED"
"2015-06","ES",29053,36188,"CAGED"
"2015-06","GO",56764,54901,"CAGED"
"2015-06","MA",17143,15142,"CAGED"
"2015-06","MG",177892,168146,"CAGED"
"2015-06","MS",21137,21373,"CAGED"
"2015-06","MT",38177,34575,"CAGED"
"2015-06","PA",29247,30957,"CAGED"
"2015-06","PB",10236,11723,"CAGED"
"2015-06","PE",35614,41953,"CAGED"
"2015-06","PI",9770,10649,"CAGED"
"2015-06","PR",104739,113632,"CAGED"
"2015-06","RJ",129821,137440,"CAGED"
"2015-06","RN",13941,16129,"CAGED"
"2015-06","RO",10476,12241,"CAGED"
"2015-06","RR",2022,2128,"CAGED"
"2015-06","RS",93873,107886,"CAGED"
"2015-06","SC",79794,87716,"CAGED"
"2015-06","SE",8477,8626,"CAGED"
"2015-06","SP",433967,486253,"CAGED"
"2015-06","TO",6654,6878,"CAGED"
"2015-07","AC",2236,2319,"CAGED"
"2015-07","AL",8324,9113,"CAGED"
"2015-07","AM",12940,15662,"CAGED"
"2015-07","AP",2071,2295,"CAGED"
"2015-07","BA",54281,62488,"CAGED"
"2015-07","CE",39884,43295,"CAGED"
"2015-07","DF",26489,28113,"CAGED"
"2015-07","ES",29727,35393,"CAGED"
"2015-07","GO",51745,54653,"CAGED"
"2015-07","MA",17343,15222,"CAGED"
"2015-07","MG",163856,180568,"CAGED"
"2015-07","MS",20633,22701,"CAGED"
"2015-07","MT",36974,36204,"CAGED"
"2015-07","PA",28891,26257,"CAGED"
"2015-07","PB",10926,13546,"CAGED"
"2015-07","PE",35269,44752,"CAGED"
"2015-07","PI",9357,9804,"CAGED"
"2015-07","PR",103841,116196,"CAGED"
"2015-07","RJ",122352,141809,"CAGED"
"2015-07","RN",13727,14973,"CAGED"
"2015-07","RO",11221,11934,"CAGED"
"2015-07","RR",2048,2201,"CAGED"
"2015-07","RS",88561,106379,"CAGED"
"2015-07","SC",75791,90561,"CAGED"
"2015-07","SE",7910,8992,"CAGED"
"2015-07","SP",414833,452942,"CAGED"
"2015-07","TO",6163,6926,"CAGED"
"2015-08","AC",3469,2290,"CAGED"
"2015-08","AL",11215,8710,"CAGED"
"2015-08","AM",13420,15053,"CAGED"
"2015-08","AP",1985,2192,"CAGED"
"2015-08","BA",51731,58584,"CAGED"
"2015-08","CE",42611,41740,"CAGED"
"2015-08","DF",26945,26989,"CAGED"
"2015-08","ES",27769,32272,"CAGED"
"2015-08","GO",51633,52492,"CAGED"
"2015-08","MA",16683,15736,"CAGED"
"2015-08","MG",146679,170528,"CAGED"
"2015-08","MS",20287,21774,"CAGED"
"2015-08","MT",33481,34114,"CAGED"
"2015-08","PA",29182,30494,"CAGED"
"2015-08","PB",16324,12031,"CAGED"
"2015-08","PE",38999,40919,"CAGED"
"2015-08","PI",10979,10366,"CAGED"
"2015-08","PR",97746,105940,"CAGED"
"2015-08","RJ",124244,133090,"CAGED"
"2015-08","RN",14483,14768,"CAGED"
"2015-08","RO",11257,11922,"CAGED"
"2015-08","RR",2052,1935,"CAGED"
"2015-08","RS",90666,103403,"CAGED"
"2015-08","SC",77631,84556,"CAGED"
"2015-08","SE",9309,8587,"CAGED"
"2015-08","SP",414800,431792,"CAGED"
"2015-08","TO",6763,6609,"CAGED"
"2015-09","AC",2636,2758,"CAGED"
"2015-09","AL",19658,8451,"CAGED"
"2015-09","AM",12959,14569,"CAGED"
"2015-09","AP",1765,1932,"CAGED"
"2015-09","BA",50830,55190,"CAGED"
"2015-09","CE",38587,40095,"CAGED"
"2015-09","DF",23865,24387,"CAGED"
"2015-09","ES",25668,28070,"CAGED"
"2015-09","GO",47919,52327,"CAGED"
"2015-09","MA",14153,13932,"CAGED"
"2015-09","MG",136902,169325,"CAGED"
"2015-09","MS",19770,22585,"CAGED"
"2015-09","MT",32506,33719,"CAGED"
"2015-09","PA",27011,27752,"CAGED"
"2015-09","PB",12581,11382,"CAGED"
"2015-09","PE",52583,37335,"CAGED"
"2015-09","PI",10352,10088,"CAGED"
"2015-09","PR",92963,101435,"CAGED"
"2015-09","RJ",120150,127660,"CAGED"
"2015-09","RN",14493,12321,"CAGED"
"2015-09","RO",10393,11119,"CAGED"
"2015-09","RR",1830,1480,"CAGED"
"2015-09","RS",85651,93842,"CAGED"
"2015-09","SC",74839,79264,"CAGED"
"2015-09","SE",10296,8621,"CAGED"
"2015-09","SP",380601,426470,"CAGED"
"2015-09","TO",5774,6228,"CAGED"
"2015-10","AC",1763,2496,"CAGED"
"2015-10","AL",15282,8826,"CAGED"
"2015-10","AM",10463,14232,"CAGED"
"2015-10","AP",1869,1873,"CAGED"
"2015-10","BA",47888,58297,"CAGED"
"2015-10","CE",35203,39990,"CAGED"
"2015-10","DF",20480,22820,"CAGED"
"2015-10","ES",24656,28027,"CAGED"
"2015-10","GO",42714,52580,"CAGED"
"2015-10","MA",13155,15466,"CAGED"
"2015-10","MG",134423,158925,"CAGED"
"2015-10","MS",18754,18713,"CAGED"
"2015-10","MT",29662,33932,"CAGED"
"2015-10","PA",23888,33024,"CAGED"
"2015-10","PB",10394,11154,"CAGED"
"2015-10","PE",35293,41114,"CAGED"
"2015-10","PI",7881,8472,"CAGED"
"2015-10","PR",90163,98858,"CAGED"
"2015-10","RJ",109497,128585,"CAGED"
"2015-10","RN",12173,12643,"CAGED"
"2015-10","RO",8808,11278,"CAGED"
"2015-10","RR",1791,1986,"CAGED"
"2015-10","RS",82687,90939,"CAGED"
"2015-10","SC",74446,78921,"CAGED"
"2015-10","SE",9672,8609,"CAGED"
"2015-10","SP",368854,419277,"CAGED"
"2015-10","TO",5595,5548,"CAGED"
"2015-11","AC",1825,2579,"CAGED"
"2015-11","AL",10692,7552,"CAGED"
"2015-11","AM",9792,13041,"CAGED"
"2015-11","AP",1970,1807,"CAGED"
"2015-11","BA",45798,51802,"CAGED"
"2015-11","CE",34917,38836,"CAGED"
"2015-11","DF",19864,21532,"CAGED"
"2015-11","ES",23440,26866,"CAGED"
"2015-11","GO",41645,53550,"CAGED"
"2015-11","MA",11457,14692,"CAGED"
"2015-11","MG",126537,145271,"CAGED"
"2015-11","MS",17385,19334,"CAGED"
"2015-11","MT",25475,33062,"CAGED"
"2015-11","PA",22514,30454,"CAGED"
"2015-11","PB",10166,10259,"CAGED"
"2015-11","PE",32078,36838,"CAGED"
"2015-11","PI",8957,9637,"CAGED"
"2015-11","PR",84227,91744,"CAGED"
"2015-11","RJ",110902,115788,"CAGED"
"2015-11","RN",12087,12522,"CAGED"
"2015-11","RO",8561,11498,"CAGED"
"2015-11","RR",1827,1740,"CAGED"
"2015-11","RS",85688,88155,"CAGED"
"2015-11","SC",67105,73523,"CAGED"
"2015-11","SE",7690,7653,"CAGED"
"2015-11","SP",351328,383619,"CAGED"
"2015-11","TO",5152,6354,"CAGED"
"2015-12","AC",1322,2295,"CAGED"
"2015-12","AL",7679,8895,"CAGED"
"2015-12","AM",7610,16246,"CAGED"
"2015-12","AP",1471,2109,"CAGED"
"2015-12","BA",39424,58392,"CAGED"
"2015-12","CE",24823,34943,"CAGED"
"2015-12","DF",15801,25432,"CAGED"
"2015-12","ES",20323,31171,"CAGED"
"2015-12","GO",31880,55459,"CAGED"
"2015-12","MA",8778,16102,"CAGED"
"2015-12","MG",98419,163668,"CAGED"
"2015-12","MS",13005,20357,"CAGED"
"2015-12","MT",19502,33532,"CAGED"
"2015-12","PA",16861,30931,"CAGED"
"2015-12","PB",7180,11667,"CAGED"
"2015-12","PE",24046,40077,"CAGED"
"2015-12","PI",6294,9546,"CAGED"
"2015-12","PR",62389,107504,"CAGED"
"2015-12","RJ",95729,135800,"CAGED"
"2015-12","RN",9017,13376,"CAGED"
"2015-12","RO",6622,9475,"CAGED"
"2015-12","RR",1553,1959,"CAGED"
"2015-12","RS",66488,100860,"CAGED"
"2015-12","SC",53059,88030,"CAGED"
"2015-12","SE",6223,8473,"CAGED"
"2015-12","SP",267794,481124,"CAGED"
"2015-12","TO",3739,5816,"CAGED"
"2016-01","AC",1889,2175,"CAGED"
"2016-01","AL",8285,10227,"CAGED"
"2016-01","AM",9358,14015,"CAGED"
"2016-01","AP",1475,1845,"CAGED"
"2016-01","BA",46099,47286,"CAGED"
"2016-01","CE",32624,40770,"CAGED"
"2016-01","DF",19202,22700,"CAGED"
"2016-01","ES",23608,26541,"CAGED"
"2016-01","GO",43512,45130,"CAGED"
"2016-01","MA",10918,14159,"CAGED"
"2016-01","MG",122643,139061,"CAGED"
"2016-01","MS",18685,18848,"CAGED"
"2016-01","MT",34558,27658,"CAGED"
"2016-01","PA",21276,25746,"CAGED"
"2016-01","PB",11540,11351,"CAGED"
"2016-01","PE",28648,42058,"CAGED"
"2016-01","PI",7476,9785,"CAGED"
"2016-01","PR",92121,91047,"CAGED"
"2016-01","RJ",97678,123227,"CAGED"
"2016-01","RN",11097,14041,"CAGED"
"2016-01","RO",8487,9988,"CAGED"
"2016-01","RR",1657,1741,"CAGED"
"2016-01","RS",92552,85289,"CAGED"
"2016-01","SC",82083,74872,"CAGED"
"2016-01","SE",6849,7270,"CAGED"
"2016-01","SP",365616,392672,"CAGED"
"2016-01","TO",5104,5232,"CAGED"
"2016-02","AC",1674,2205,"CAGED"
"2016-02","AL",6387,16472,"CAGED"
"2016-02","AM",9354,12044,"CAGED"
"2016-02","AP",1390,2392,"CAGED"
"2016-02","BA",43537,49349,"CAGED"
"2016-02","CE",32277,36448,"CAGED"
"2016-02","DF",20111,22586,"CAGED"
"2016-02","ES",24821,28986,"CAGED"
"2016-02","GO",46946,44619,"CAGED"
"2016-02","MA",9543,15376,"CAGED"
"2016-02","MG",137197,140506,"CAGED"
"2016-02","MS",20384,19260,"CAGED"
"2016-02","MT",33106,29423,"CAGED"
"2016-02","PA",21693,24057,"CAGED"
"2016-02","PB",8712,15384,"CAGED"
"2016-02","PE",26584,42458,"CAGED"
"2016-02","PI",7059,10534,"CAGED"
"2016-02","PR",102227,104277,"CAGED"
"2016-02","RJ",99528,121815,"CAGED"
"2016-02","RN",10290,14728,"CAGED"
"2016-02","RO",9116,10368,"CAGED"
"2016-02","RR",1477,1560,"CAGED"
"2016-02","RS",102751,96681,"CAGED"
"2016-02","SC",94209,89416,"CAGED"
"2016-02","SE",6377,8366,"CAGED"
"2016-02","SP",394638,416748,"CAGED"
"2016-02","TO",5232,5144,"CAGED"
"2016-03","AC",1825,2463,"CAGED"
"2016-03","AL",6734,16606,"CAGED"
"2016-03","AM",10006,13597,"CAGED"
"2016-03","AP",1410,1931,"CAGED"
"2016-03","BA",50588,55391,"CAGED"
"2016-03","CE",36240,40941,"CAGED"
"2016-03","DF",23514,24022,"CAGED"
"2016-03","ES",27460,31128,"CAGED"
"2016-03","GO",51329,47998,"CAGED"
"2016-03","MA",12186,14493,"CAGED"
"2016-03","MG",148008,155987,"CAGED"
"2016-03","MS",21070,20883,"CAGED"
"2016-03","MT",31654,35606,"CAGED"
"2016-03","PA",21744,27040,"CAGED"
"2016-03","PB",10449,14305,"CAGED"
"2016-03","PE",30361,41744,"CAGED"
"2016-03","PI",7581,8718,"CAGED"
"2016-03","PR",105163,109018,"CAGED"
"2016-03","RJ",119498,133239,"CAGED"
"2016-03","RN",11947,14330,"CAGED"
"2016-03","RO",9415,9961,"CAGED"
"2016-03","RR",2069,1849,"CAGED"
"2016-03","RS",110781,105978,"CAGED"
"2016-03","SC",85830,89633,"CAGED"
"2016-03","SE",7263,13090,"CAGED"
"2016-03","SP",424747,457363,"CAGED"
"2016-03","TO",5613,5947,"CAGED"
"2016-04","AC",1643,2106,"CAGED"
"2016-04","AL",7220,14322,"CAGED"
"2016-04","AM",9603,11648,"CAGED"
"2016-04","AP",1248,1198,"CAGED"
"2016-04","BA",48136,51158,"CAGED"
"2016-04","CE",33873,36139,"CAGED"
"2016-04","DF",20448,19246,"CAGED"
"2016-04","ES",25969,25503,"CAGED"
"2016-04","GO",52720,47550,"CAGED"
"2016-04","MA",9835,12866,"CAGED"
"2016-04","MG",144432,140546,"CAGED"
"2016-04","MS",20498,19579,"CAGED"
"2016-04","MT",28896,32001,"CAGED"
"2016-04","PA",20437,22565,"CAGED"
"2016-04","PB",9260,10314,"CAGED"
"2016-04","PE",31775,37030,"CAGED"
"2016-04","PI",7802,8150,"CAGED"
"2016-04","PR",93109,94272,"CAGED"
"2016-04","RJ",110532,122286,"CAGED"
"2016-04","RN",10770,13422,"CAGED"
"2016-04","RO",8661,9419,"CAGED"
"2016-04","RR",1619,1683,"CAGED"
"2016-04","RS",88505,95888,"CAGED"
"2016-04","SC",74376,77148,"CAGED"
"2016-04","SE",6624,7886,"CAGED"
"2016-04","SP",385653,402236,"CAGED"
"2016-04","TO",5326,5653,"CAGED"
"2016-05","AC",2201,2054,"CAGED"
"2016-05","AL",7416,8229,"CAGED"
"2016-05","AM",9897,10821,"CAGED"
"2016-05","AP",1388,2306,"CAGED"
"2016-05","BA",44702,50754,"CAGED"
"2016-05","CE",34649,37555,"CAGED"
"2016-05","DF",20295,24618,"CAGED"
"2016-05","ES",30822,29596,"CAGED"
"2016-05","GO",44360,44207,"CAGED"
"2016-05","MA",12324,12520,"CAGED"
"2016-05","MG",150392,141088,"CAGED"
"2016-05","MS",18577,18015,"CAGED"
"2016-05","MT",27881,29593,"CAGED"
"2016-05","PA",21588,24501,"CAGED"
"2016-05","PB",8773,10804,"CAGED"
"2016-05","PE",28769,32212,"CAGED"
"2016-05","PI",7079,8122,"CAGED"
"2016-05","PR",88167,91555,"CAGED"
"2016-05","RJ",102302,117990,"CAGED"
"2016-05","RN",10748,12848,"CAGED"
"2016-05","RO",8327,9150,"CAGED"
"2016-05","RR",1646,1689,"CAGED"
"2016-05","RS",77240,93069,"CAGED"
"2016-05","SC",69051,73866,"CAGED"
"2016-05","SE",6506,8069,"CAGED"
"2016-05","SP",369755,381932,"CAGED"
"2016-05","TO",5136,5443,"CAGED"
"2016-06","AC",2016,1825,"CAGED"
"2016-06","AL",6672,7576,"CAGED"
"2016-06","AM",9785,11016,"CAGED"
"2016-06","AP",1873,1819,"CAGED"
"2016-06","BA",43332,51308,"CAGED"
"2016-06","CE",33915,35841,"CAGED"
"2016-06","DF",21500,24383,"CAGED"
"2016-06","ES",23614,30042,"CAGED"
"2016-06","GO",50046,46677,"CAGED"
"2016-06","MA",12556,12539,"CAGED"
"2016-06","MG",146758,142191,"CAGED"
"2016-06","MS",18303,18268,"CAGED"
"2016-06","MT",30349,27760,"CAGED"
"2016-06","PA",22317,24417,"CAGED"
"2016-06","PB",9124,9971,"CAGED"
"2016-06","PE",28933,31810,"CAGED"
"2016-06","PI",9024,8923,"CAGED"
"2016-06","PR",87374,94504,"CAGED"
"2016-06","RJ",105526,121274,"CAGED"
"2016-06","RN",11297,12460,"CAGED"
"2016-06","RO",8701,9781,"CAGED"
"2016-06","RR",1640,1872,"CAGED"
"2016-06","RS",77060,87400,"CAGED"
"2016-06","SC",64735,73025,"CAGED"
"2016-06","SE",7000,7647,"CAGED"
"2016-06","SP",365766,395680,"CAGED"
"2016-06","TO",5547,5786,"CAGED"
"2016-07","AC",2878,2113,"CAGED"
"2016-07","AL",6298,7846,"CAGED"
"2016-07","AM",10007,10679,"CAGED"
"2016-07","AP",1253,1658,"CAGED"
"2016-07","BA",45979,53264,"CAGED"
"2016-07","CE",31483,36160,"CAGED"
"2016-07","DF",20857,24212,"CAGED"
"2016-07","ES",23088,27461,"CAGED"
"2016-07","GO",44392,45924,"CAGED"
"2016-07","MA",12597,12383,"CAGED"
"2016-07","MG",134892,150237,"CAGED"
"2016-07","MS",18632,17980,"CAGED"
"2016-07","MT",29968,27952,"CAGED"
"2016-07","PA",21219,22750,"CAGED"
"2016-07","PB",10027,10124,"CAGED"
"2016-07","PE",30876,34919,"CAGED"
"2016-07","PI",7417,8046,"CAGED"
"2016-07","PR",85457,91075,"CAGED"
"2016-07","RJ",110559,122684,"CAGED"
"2016-07","RN",11725,11723,"CAGED"
"2016-07","RO",8302,9421,"CAGED"
"2016-07","RR",1654,1744,"CAGED"
"2016-07","RS",75082,87248,"CAGED"
"2016-07","SC",64727,70546,"CAGED"
"2016-07","SE",5874,7369,"CAGED"
"2016-07","SP",347580,361375,"CAGED"
"2016-07","TO",5188,5842,"CAGED"
"2016-08","AC",1927,1956,"CAGED"
"2016-08","AL",11858,7759,"CAGED"
"2016-08","AM",11873,10890,"CAGED"
"2016-08","AP",1583,1643,"CAGED"
"2016-08","BA",49733,53249,"CAGED"
"2016-08","CE",35490,35084,"CAGED"
"2016-08","DF",20796,22525,"CAGED"
"2016-08","ES",22312,27174,"CAGED"
"2016-08","GO",45847,44891,"CAGED"
"2016-08","MA",15097,12851,"CAGED"
"2016-08","MG",139894,153015,"CAGED"
"2016-08","MS",19623,18546,"CAGED"
"2016-08","MT",28052,30942,"CAGED"
"2016-08","PA",22260,25179,"CAGED"
"2016-08","PB",15792,9887,"CAGED"
"2016-08","PE",41281,32246,"CAGED"
"2016-08","PI",8167,8175,"CAGED"
"2016-08","PR",91873,91340,"CAGED"
"2016-08","RJ",101910,130231,"CAGED"
"2016-08","RN",14356,12119,"CAGED"
"2016-08","RO",9042,9262,"CAGED"
"2016-08","RR",1674,1611,"CAGED"
"2016-08","RS",84790,86480,"CAGED"
"2016-08","SC",73122,70108,"CAGED"
"2016-08","SE",7803,8804,"CAGED"
"2016-08","SP",371565,376063,"CAGED"
"2016-08","TO",6008,5651,"CAGED"
"2016-09","AC",1837,1902,"CAGED"
"2016-09","AL",19978,6583,"CAGED"
"2016-09","AM",10389,9894,"CAGED"
"2016-09","AP",1247,1541,"CAGED"
"2016-09","BA",43850,44181,"CAGED"
"2016-09","CE",31634,30641,"CAGED"
"2016-09","DF",19599,21323,"CAGED"
"2016-09","ES",21215,23124,"CAGED"
"2016-09","GO",41809,46301,"CAGED"
"2016-09","MA",10684,12282,"CAGED"
"2016-09","MG",126179,142417,"CAGED"
"2016-09","MS",18507,17139,"CAGED"
"2016-09","MT",27000,27526,"CAGED"
"2016-09","PA",20646,21653,"CAGED"
"2016-09","PB",9005,8439,"CAGED"
"2016-09","PE",44323,28602,"CAGED"
"2016-09","PI",6772,7634,"CAGED"
"2016-09","PR",82116,81703,"CAGED"
"2016-09","RJ",99398,122919,"CAGED"
"2016-09","RN",12316,10284,"CAGED"
"2016-09","RO",7732,8086,"CAGED"
"2016-09","RR",1667,1322,"CAGED"
"2016-09","RS",73474,76302,"CAGED"
"2016-09","SC",67884,64334,"CAGED"
"2016-09","SE",6192,6588,"CAGED"
"2016-09","SP",332747,354600,"CAGED"
"2016-09","TO",4597,4759,"CAGED"
"2016-10","AC",1700,2036,"CAGED"
"2016-10","AL",12479,6647,"CAGED"
"2016-10","AM",10899,10390,"CAGED"
"2016-10","AP",1500,1384,"CAGED"
"2016-10","BA",43240,48841,"CAGED"
"2016-10","CE",29964,32100,"CAGED"
"2016-10","DF",17874,20278,"CAGED"
"2016-10","ES",20077,21904,"CAGED"
"2016-10","GO",39846,50161,"CAGED"
"2016-10","MA",10888,11298,"CAGED"
"2016-10","MG",125129,131018,"CAGED"
"2016-10","MS",17653,16643,"CAGED"
"2016-10","MT",25655,28099,"CAGED"
"2016-10","PA",19111,23730,"CAGED"
"2016-10","PB",8832,9682,"CAGED"
"2016-10","PE",29202,32751,"CAGED"
"2016-10","PI",6994,8791,"CAGED"
"2016-10","PR",83039,83426,"CAGED"
"2016-10","RJ",88614,109177,"CAGED"
"2016-10","RN",10795,11531,"CAGED"
"2016-10","RO",6922,8755,"CAGED"
"2016-10","RR",1603,1810,"CAGED"
"2016-10","RS",79069,76683,"CAGED"
"2016-10","SC",69505,68238,"CAGED"
"2016-10","SE",9157,7225,"CAGED"
"2016-10","SP",329874,351869,"CAGED"
"2016-10","TO",4810,4712,"CAGED"
"2016-11","AC",1386,2393,"CAGED"
"2016-11","AL",8560,8276,"CAGED"
"2016-11","AM",10431,11510,"CAGED"
"2016-11","AP",1328,1480,"CAGED"
"2016-11","BA",44007,51554,"CAGED"
"2016-11","CE",30991,31656,"CAGED"
"2016-11","DF",18779,19455,"CAGED"
"2016-11","ES",22240,24452,"CAGED"
"2016-11","GO",39386,48509,"CAGED"
"2016-11","MA",11572,13320,"CAGED"
"2016-11","MG",121099,132501,"CAGED"
"2016-11","MS",17830,19226,"CAGED"
"2016-11","MT",22798,31835,"CAGED"
"2016-11","PA",19964,23469,"CAGED"
"2016-11","PB",9018,9365,"CAGED"
"2016-11","PE",29744,32976,"CAGED"
"2016-11","PI",7544,7585,"CAGED"
"2016-11","PR",81305,88772,"CAGED"
"2016-11","RJ",96150,108588,"CAGED"
"2016-11","RN",10617,11437,"CAGED"
"2016-11","RO",6913,9298,"CAGED"
"2016-11","RR",1670,1693,"CAGED"
"2016-11","RS",80447,79256,"CAGED"
"2016-11","SC",67811,68824,"CAGED"
"2016-11","SE",7233,7117,"CAGED"
"2016-11","SP",330127,369802,"CAGED"
"2016-11","TO",4817,6165,"CAGED"
"2016-12","AC",1320,1962,"CAGED"
"2016-12","AL",5441,7434,"CAGED"
"2016-12","AM",7606,12638,"CAGED"
"2016-12","AP",1317,1677,"CAGED"
"2016-12","BA",35530,51802,"CAGED"
"2016-12","CE",23354,30060,"CAGED"
"2016-12","DF",17941,24095,"CAGED"
"2016-12","ES",19320,26770,"CAGED"
"2016-12","GO",31022,46293,"CAGED"
"2016-12","MA",8366,13113,"CAGED"
"2016-12","MG",94476,146299,"CAGED"
"2016-12","MS",12382,20179,"CAGED"
"2016-12","MT",17745,29771,"CAGED"
"2016-12","PA",14579,25175,"CAGED"
"2016-12","PB",6826,10684,"CAGED"
"2016-12","PE",24228,38867,"CAGED"
"2016-12","PI",5204,7172,"CAGED"
"2016-12","PR",63065,93522,"CAGED"
"2016-12","RJ",83728,123574,"CAGED"
"2016-12","RN",8992,12313,"CAGED"
"2016-12","RO",5596,7592,"CAGED"
"2016-12","RR",1257,1747,"CAGED"
"2016-12","RS",62341,91084,"CAGED"
