"Data";"cod_rgi";"UF";"Admissões";"Demissões"
"2004-01-01";110001;"RO";4944;5860
"2004-01-01";110002;"RO";841;1545
"2004-01-01";110003;"RO";340;557
"2004-01-01";110004;"RO";1128;1561
"2004-01-01";110005;"RO";1328;1887
"2004-01-01";110006;"RO";811;1060
"2004-01-01";120001;"AC";1597;2175
"2004-01-01";120002;"AC";86;68
"2004-01-01";120003;"AC";24;110
"2004-01-01";120004;"AC";109;412
"2004-01-01";120005;"AC";21;67
"2004-01-01";130001;"AM";11409;18683
"2004-01-01";130002;"AM";1;5
"2004-01-01";130003;"AM";39;19
"2004-01-01";130004;"AM";42;64
"2004-01-01";130005;"AM";13;17
"2004-01-01";130006;"AM";14;40
"2004-01-01";130007;"AM";1;1
"2004-01-01";130008;"AM";5;37
"2004-01-01";130009;"AM";21;51
"2004-01-01";130010;"AM";37;80
"2004-01-01";130011;"AM";339;111
"2004-01-01";140001;"RR";1122;1273
"2004-01-01";140002;"RR";3;6
"2004-01-01";140003;"RR";24;29
"2004-01-01";140004;"RR";11;10
"2004-01-01";150001;"PA";10391;12462
"2004-01-01";150002;"PA";25;28
"2004-01-01";150003;"PA";572;517
"2004-01-01";150004;"PA";993;1130
"2004-01-01";150005;"PA";48;79
"2004-01-01";150006;"PA";188;180
"2004-01-01";150007;"PA";1077;1287
"2004-01-01";150008;"PA";39;37
"2004-01-01";150009;"PA";1396;1897
"2004-01-01";150010;"PA";2506;2618
"2004-01-01";150011;"PA";434;1488
"2004-01-01";150012;"PA";560;903
"2004-01-01";150013;"PA";360;464
"2004-01-01";150014;"PA";326;498
"2004-01-01";150015;"PA";519;671
"2004-01-01";150016;"PA";113;317
"2004-01-01";150017;"PA";239;216
"2004-01-01";150018;"PA";249;474
"2004-01-01";150019;"PA";144;404
"2004-01-01";150020;"PA";92;223
"2004-01-01";150021;"PA";8;14
"2004-01-01";160001;"AP";1328;1666
"2004-01-01";160002;"AP";28;37
"2004-01-01";160003;"AP";58;88
"2004-01-01";160004;"AP";87;67
"2004-01-01";170001;"TO";1376;1907
"2004-01-01";170002;"TO";229;446
"2004-01-01";170003;"TO";257;349
"2004-01-01";170004;"TO";57;142
"2004-01-01";170005;"TO";1178;1243
"2004-01-01";170006;"TO";144;467
"2004-01-01";170007;"TO";84;203
"2004-01-01";170008;"TO";24;354
"2004-01-01";170009;"TO";117;74
"2004-01-01";170010;"TO";518;1374
"2004-01-01";170011;"TO";102;106
"2004-01-01";210001;"MA";7578;7939
"2004-01-01";210002;"MA";33;114
"2004-01-01";210003;"MA";152;170
"2004-01-01";210004;"MA";81;72
"2004-01-01";210005;"MA";34;24
"2004-01-01";210006;"MA";23;50
"2004-01-01";210007;"MA";18;38
"2004-01-01";210008;"MA";1;2
"2004-01-01";210009;"MA";213;349
"2004-01-01";210010;"MA";112;192
"2004-01-01";210011;"MA";46;52
"2004-01-01";210012;"MA";37;59
"2004-01-01";210013;"MA";127;554
"2004-01-01";210014;"MA";159;295
"2004-01-01";210015;"MA";121;235
"2004-01-01";210016;"MA";59;133
"2004-01-01";210017;"MA";28;34
"2004-01-01";210018;"MA";7;43
"2004-01-01";210019;"MA";1710;4815
"2004-01-01";210020;"MA";241;191
"2004-01-01";210021;"MA";714;693
"2004-01-01";210022;"MA";468;2315
"2004-01-01";220001;"PI";4794;5321
"2004-01-01";220002;"PI";36;167
"2004-01-01";220003;"PI";109;215
"2004-01-01";220004;"PI";21;48
"2004-01-01";220005;"PI";27;54
"2004-01-01";220006;"PI";410;471
"2004-01-01";220007;"PI";60;139
"2004-01-01";220008;"PI";49;71
"2004-01-01";220009;"PI";230;307
"2004-01-01";220010;"PI";34;167
"2004-01-01";220011;"PI";30;94
"2004-01-01";220012;"PI";2;58
"2004-01-01";220013;"PI";15;77
"2004-01-01";220014;"PI";13;62
"2004-01-01";220015;"PI";79;127
"2004-01-01";220016;"PI";38;87
"2004-01-01";220017;"PI";261;512
"2004-01-01";220018;"PI";82;252
"2004-01-01";220019;"PI";32;15
"2004-01-01";230001;"CE";25434;23485
"2004-01-01";230002;"CE";94;133
"2004-01-01";230003;"CE";141;176
"2004-01-01";230004;"CE";52;58
"2004-01-01";230005;"CE";83;138
"2004-01-01";230006;"CE";194;361
"2004-01-01";230007;"CE";620;930
"2004-01-01";230008;"CE";191;823
"2004-01-01";230009;"CE";248;331
"2004-01-01";230010;"CE";43;42
"2004-01-01";230011;"CE";1804;1952
"2004-01-01";230012;"CE";61;95
"2004-01-01";230013;"CE";60;73
"2004-01-01";230014;"CE";15;39
"2004-01-01";230015;"CE";616;1048
"2004-01-01";230016;"CE";170;282
"2004-01-01";230017;"CE";98;154
"2004-01-01";230018;"CE";63;223
"2004-01-01";240001;"RN";8265;10876
"2004-01-01";240002;"RN";42;151
"2004-01-01";240003;"RN";229;485
"2004-01-01";240004;"RN";65;95
"2004-01-01";240005;"RN";28;40
"2004-01-01";240006;"RN";21;52
"2004-01-01";240007;"RN";456;560
"2004-01-01";240008;"RN";145;258
"2004-01-01";240009;"RN";2160;2436
"2004-01-01";240010;"RN";33;55
"2004-01-01";240011;"RN";423;634
"2004-01-01";250001;"PB";5163;5774
"2004-01-01";250002;"PB";194;213
"2004-01-01";250003;"PB";109;205
"2004-01-01";250004;"PB";31;51
"2004-01-01";250005;"PB";1929;2643
"2004-01-01";250006;"PB";17;19
"2004-01-01";250007;"PB";12;31
"2004-01-01";250008;"PB";28;71
"2004-01-01";250009;"PB";229;270
"2004-01-01";250010;"PB";40;54
"2004-01-01";250011;"PB";45;90
"2004-01-01";250012;"PB";32;12
"2004-01-01";250013;"PB";1;4
"2004-01-01";250014;"PB";139;122
"2004-01-01";250015;"PB";168;133
"2004-01-01";260001;"PE";29727;29722
"2004-01-01";260002;"PE";563;580
"2004-01-01";260003;"PE";503;689
"2004-01-01";260004;"PE";158;165
"2004-01-01";260005;"PE";315;386
"2004-01-01";260006;"PE";274;536
"2004-01-01";260007;"PE";344;420
"2004-01-01";260008;"PE";60;84
"2004-01-01";260009;"PE";2873;3097
"2004-01-01";260010;"PE";465;601
"2004-01-01";260011;"PE";187;250
"2004-01-01";260012;"PE";290;292
"2004-01-01";260013;"PE";297;469
"2004-01-01";260014;"PE";136;65
"2004-01-01";260015;"PE";2316;5590
"2004-01-01";260016;"PE";291;307
"2004-01-01";260017;"PE";703;805
"2004-01-01";260018;"PE";221;264
"2004-01-01";270001;"AL";5402;5627
"2004-01-01";270002;"AL";504;685
"2004-01-01";270003;"AL";419;483
"2004-01-01";270004;"AL";293;321
"2004-01-01";270005;"AL";589;503
"2004-01-01";270006;"AL";242;158
"2004-01-01";270007;"AL";719;811
"2004-01-01";270008;"AL";59;44
"2004-01-01";270009;"AL";41;56
"2004-01-01";270010;"AL";199;33
"2004-01-01";270011;"AL";23;19
"2004-01-01";280001;"SE";5923;7368
"2004-01-01";280002;"SE";271;246
"2004-01-01";280003;"SE";326;303
"2004-01-01";280004;"SE";319;412
"2004-01-01";280005;"SE";275;337
"2004-01-01";280006;"SE";56;78
"2004-01-01";290001;"BA";26913;36688
"2004-01-01";290002;"BA";946;1156
"2004-01-01";290003;"BA";561;656
"2004-01-01";290004;"BA";556;402
"2004-01-01";290005;"BA";478;408
"2004-01-01";290006;"BA";427;301
"2004-01-01";290007;"BA";1816;2187
"2004-01-01";290008;"BA";2312;2853
"2004-01-01";290009;"BA";2143;1955
"2004-01-01";290010;"BA";113;189
"2004-01-01";290011;"BA";1766;2127
"2004-01-01";290012;"BA";422;426
"2004-01-01";290013;"BA";310;327
"2004-01-01";290014;"BA";186;248
"2004-01-01";290015;"BA";262;960
"2004-01-01";290016;"BA";392;387
"2004-01-01";290017;"BA";110;196
"2004-01-01";290018;"BA";1800;3087
"2004-01-01";290019;"BA";289;832
"2004-01-01";290020;"BA";178;209
"2004-01-01";290021;"BA";39;69
"2004-01-01";290022;"BA";1526;3959
"2004-01-01";290023;"BA";239;379
"2004-01-01";290024;"BA";168;268
"2004-01-01";290025;"BA";254;50
"2004-01-01";290026;"BA";31;24
"2004-01-01";290027;"BA";24;9
"2004-01-01";290028;"BA";21;17
"2004-01-01";290029;"BA";3834;4743
"2004-01-01";290030;"BA";218;354
"2004-01-01";290031;"BA";84;194
"2004-01-01";290032;"BA";146;116
"2004-01-01";290033;"BA";178;292
"2004-01-01";290034;"BA";139;116
"2004-01-01";310001;"MG";56280;68194
"2004-01-01";310002;"MG";3620;4262
"2004-01-01";310003;"MG";1355;2025
"2004-01-01";310004;"MG";945;1025
"2004-01-01";310005;"MG";890;1272
"2004-01-01";310006;"MG";3050;3171
"2004-01-01";310007;"MG";432;532
"2004-01-01";310008;"MG";311;547
"2004-01-01";310009;"MG";131;251
"2004-01-01";310010;"MG";1002;892
"2004-01-01";310011;"MG";77;77
"2004-01-01";310012;"MG";130;122
"2004-01-01";310013;"MG";1319;2641
"2004-01-01";310014;"MG";237;586
"2004-01-01";310015;"MG";99;190
"2004-01-01";310016;"MG";230;352
"2004-01-01";310017;"MG";118;156
"2004-01-01";310018;"MG";55;77
"2004-01-01";310019;"MG";13;25
"2004-01-01";310020;"MG";2095;2463
"2004-01-01";310021;"MG";257;368
"2004-01-01";310022;"MG";76;159
"2004-01-01";310023;"MG";89;136
"2004-01-01";310024;"MG";4759;6888
"2004-01-01";310025;"MG";526;901
"2004-01-01";310026;"MG";779;1148
"2004-01-01";310027;"MG";5711;6476
"2004-01-01";310028;"MG";799;1067
"2004-01-01";310029;"MG";1564;2134
"2004-01-01";310030;"MG";668;1259
"2004-01-01";310031;"MG";783;958
"2004-01-01";310032;"MG";785;1286
"2004-01-01";310033;"MG";485;655
"2004-01-01";310034;"MG";186;274
"2004-01-01";310035;"MG";306;617
"2004-01-01";310036;"MG";186;526
"2004-01-01";310037;"MG";814;1043
"2004-01-01";310038;"MG";1836;1984
"2004-01-01";310039;"MG";768;934
"2004-01-01";310040;"MG";1465;2113
"2004-01-01";310041;"MG";1419;2812
"2004-01-01";310042;"MG";1223;1813
"2004-01-01";310043;"MG";1178;1494
"2004-01-01";310044;"MG";984;1536
"2004-01-01";310045;"MG";756;1228
"2004-01-01";310046;"MG";501;1123
"2004-01-01";310047;"MG";667;1261
"2004-01-01";310048;"MG";448;994
"2004-01-01";310049;"MG";298;598
"2004-01-01";310050;"MG";3842;4762
"2004-01-01";310051;"MG";2426;2574
"2004-01-01";310052;"MG";852;988
"2004-01-01";310053;"MG";696;1312
"2004-01-01";310054;"MG";308;312
"2004-01-01";310055;"MG";4119;7529
"2004-01-01";310056;"MG";1463;1795
"2004-01-01";310057;"MG";448;2149
"2004-01-01";310058;"MG";350;1095
"2004-01-01";310059;"MG";10052;12524
"2004-01-01";310060;"MG";830;1160
"2004-01-01";310061;"MG";973;942
"2004-01-01";310062;"MG";4131;5404
"2004-01-01";310063;"MG";711;1071
"2004-01-01";310064;"MG";1299;1644
"2004-01-01";310065;"MG";4618;10307
"2004-01-01";310066;"MG";1195;2285
"2004-01-01";310067;"MG";720;1381
"2004-01-01";310068;"MG";969;1314
"2004-01-01";310069;"MG";527;746
"2004-01-01";310070;"MG";115;207
"2004-01-01";320001;"ES";18829;21127
"2004-01-01";320002;"ES";724;999
"2004-01-01";320003;"ES";1078;2741
"2004-01-01";320004;"ES";2775;4370
"2004-01-01";320005;"ES";1539;2582
"2004-01-01";320006;"ES";284;456
"2004-01-01";320007;"ES";1886;2299
"2004-01-01";320008;"ES";384;576
"2004-01-01";330001;"RJ";92887;96264
"2004-01-01";330002;"RJ";1889;1382
"2004-01-01";330003;"RJ";1067;1244
"2004-01-01";330004;"RJ";4389;4727
"2004-01-01";330005;"RJ";1730;1953
"2004-01-01";330006;"RJ";597;531
"2004-01-01";330007;"RJ";3332;4092
"2004-01-01";330008;"RJ";1763;2459
"2004-01-01";330009;"RJ";1357;1388
"2004-01-01";330010;"RJ";2388;7675
"2004-01-01";330011;"RJ";602;839
"2004-01-01";330012;"RJ";317;270
"2004-01-01";330013;"RJ";3148;2950
"2004-01-01";330014;"RJ";4461;4256
"2004-01-01";350001;"SP";201247;234881
"2004-01-01";350002;"SP";14505;11706
"2004-01-01";350003;"SP";13690;18074
"2004-01-01";350004;"SP";2092;2457
"2004-01-01";350005;"SP";894;1478
"2004-01-01";350006;"SP";1395;2245
"2004-01-01";350007;"SP";1206;2057
"2004-01-01";350008;"SP";1054;1399
"2004-01-01";350009;"SP";5914;8566
"2004-01-01";350010;"SP";2432;9511
"2004-01-01";350011;"SP";1516;2589
"2004-01-01";350012;"SP";1119;2599
"2004-01-01";350013;"SP";2290;2894
"2004-01-01";350014;"SP";1162;2514
"2004-01-01";350015;"SP";1153;3328
"2004-01-01";350016;"SP";632;1010
"2004-01-01";350017;"SP";220;335
"2004-01-01";350018;"SP";2584;4486
"2004-01-01";350019;"SP";604;1564
"2004-01-01";350020;"SP";711;1807
"2004-01-01";350021;"SP";294;526
"2004-01-01";350022;"SP";1837;8720
"2004-01-01";350023;"SP";1277;5180
"2004-01-01";350024;"SP";824;3127
"2004-01-01";350025;"SP";5979;11568
"2004-01-01";350026;"SP";2103;6445
"2004-01-01";350027;"SP";1032;1276
"2004-01-01";350028;"SP";268;851
"2004-01-01";350029;"SP";571;1000
"2004-01-01";350030;"SP";222;250
"2004-01-01";350031;"SP";13323;29300
"2004-01-01";350032;"SP";2929;13482
"2004-01-01";350033;"SP";2793;12401
"2004-01-01";350034;"SP";927;3952
"2004-01-01";350035;"SP";469;1785
"2004-01-01";350036;"SP";4926;12761
"2004-01-01";350037;"SP";4024;7240
"2004-01-01";350038;"SP";28293;35194
"2004-01-01";350039;"SP";10282;11723
"2004-01-01";350040;"SP";5425;8411
"2004-01-01";350041;"SP";3061;4023
"2004-01-01";350042;"SP";2807;3854
"2004-01-01";350043;"SP";3187;5485
"2004-01-01";350044;"SP";1815;3933
"2004-01-01";350045;"SP";2063;3726
"2004-01-01";350046;"SP";2402;3067
"2004-01-01";350047;"SP";1085;1501
"2004-01-01";350048;"SP";1069;1489
"2004-01-01";350049;"SP";8073;10328
"2004-01-01";350050;"SP";4078;4894
"2004-01-01";350051;"SP";2907;2742
"2004-01-01";350052;"SP";1264;1729
"2004-01-01";350053;"SP";554;702
"2004-01-01";410001;"PR";36572;46384
"2004-01-01";410002;"PR";2678;1683
"2004-01-01";410003;"PR";826;879
"2004-01-01";410004;"PR";1269;1779
"2004-01-01";410005;"PR";114;136
"2004-01-01";410006;"PR";4441;5796
"2004-01-01";410007;"PR";2493;3024
"2004-01-01";410008;"PR";2080;2319
"2004-01-01";410009;"PR";986;1602
"2004-01-01";410010;"PR";1642;2074
"2004-01-01";410011;"PR";280;433
"2004-01-01";410012;"PR";407;496
"2004-01-01";410013;"PR";536;921
"2004-01-01";410014;"PR";5918;9087
"2004-01-01";410015;"PR";1182;2328
"2004-01-01";410016;"PR";1333;2726
"2004-01-01";410017;"PR";909;4031
"2004-01-01";410018;"PR";954;2440
"2004-01-01";410019;"PR";263;1089
"2004-01-01";410020;"PR";193;267
"2004-01-01";410021;"PR";9890;12753
"2004-01-01";410022;"PR";1073;2380
"2004-01-01";410023;"PR";1226;2685
"2004-01-01";410024;"PR";749;1535
"2004-01-01";410025;"PR";234;265
"2004-01-01";410026;"PR";182;178
"2004-01-01";410027;"PR";4038;4712
"2004-01-01";410028;"PR";611;844
"2004-01-01";410029;"PR";491;594
"2004-01-01";420001;"SC";15854;15174
"2004-01-01";420002;"SC";4164;5032
"2004-01-01";420003;"SC";2542;3458
"2004-01-01";420004;"SC";1165;1355
"2004-01-01";420005;"SC";1778;3233
"2004-01-01";420006;"SC";335;752
"2004-01-01";420007;"SC";3019;4603
"2004-01-01";420008;"SC";1539;2431
"2004-01-01";420009;"SC";747;1056
"2004-01-01";420010;"SC";1584;1865
"2004-01-01";420011;"SC";709;1020
"2004-01-01";420012;"SC";297;422
"2004-01-01";420013;"SC";168;356
"2004-01-01";420014;"SC";874;1144
"2004-01-01";420015;"SC";1121;2924
"2004-01-01";420016;"SC";8271;12859
"2004-01-01";420017;"SC";864;1421
"2004-01-01";420018;"SC";851;1621
"2004-01-01";420019;"SC";5191;12067
"2004-01-01";420020;"SC";10801;10749
"2004-01-01";420021;"SC";1339;3735
"2004-01-01";420022;"SC";1075;2140
"2004-01-01";420023;"SC";265;460
"2004-01-01";420024;"SC";444;421
"2004-01-01";430001;"RS";34638;36955
"2004-01-01";430002;"RS";8166;11423
"2004-01-01";430003;"RS";4150;1888
"2004-01-01";430004;"RS";1312;2919
"2004-01-01";430005;"RS";411;420
"2004-01-01";430006;"RS";687;898
"2004-01-01";430007;"RS";744;999
"2004-01-01";430008;"RS";1111;413
"2004-01-01";430009;"RS";6395;6451
"2004-01-01";430010;"RS";811;1341
"2004-01-01";430011;"RS";2475;2881
"2004-01-01";430012;"RS";413;367
"2004-01-01";430013;"RS";353;407
"2004-01-01";430014;"RS";229;251
"2004-01-01";430015;"RS";872;887
"2004-01-01";430016;"RS";632;612
"2004-01-01";430017;"RS";350;433
"2004-01-01";430018;"RS";1319;1582
"2004-01-01";430019;"RS";755;1026
"2004-01-01";430020;"RS";740;953
"2004-01-01";430021;"RS";455;557
"2004-01-01";430022;"RS";197;270
"2004-01-01";430023;"RS";336;432
"2004-01-01";430024;"RS";144;338
"2004-01-01";430025;"RS";2097;2296
"2004-01-01";430026;"RS";1793;2409
"2004-01-01";430027;"RS";961;964
"2004-01-01";430028;"RS";894;1225
"2004-01-01";430029;"RS";422;487
"2004-01-01";430030;"RS";665;951
"2004-01-01";430031;"RS";181;281
"2004-01-01";430032;"RS";341;497
"2004-01-01";430033;"RS";327;335
"2004-01-01";430034;"RS";126;172
"2004-01-01";430035;"RS";44;95
"2004-01-01";430036;"RS";8141;11303
"2004-01-01";430037;"RS";2063;2936
"2004-01-01";430038;"RS";761;1263
"2004-01-01";430039;"RS";1402;3484
"2004-01-01";430040;"RS";2518;4283
"2004-01-01";430041;"RS";2610;3391
"2004-01-01";430042;"RS";129;150
"2004-01-01";430043;"RS";464;603
"2004-01-01";500001;"MS";6952;9587
"2004-01-01";500002;"MS";1627;2525
"2004-01-01";500003;"MS";979;1760
"2004-01-01";500004;"MS";564;528
"2004-01-01";500005;"MS";2281;3716
"2004-01-01";500006;"MS";323;1353
"2004-01-01";500007;"MS";461;1519
"2004-01-01";500008;"MS";223;396
"2004-01-01";500009;"MS";107;229
"2004-01-01";500010;"MS";317;576
"2004-01-01";500011;"MS";362;332
"2004-01-01";500012;"MS";178;222
"2004-01-01";510001;"MT";8091;9325
"2004-01-01";510002;"MT";1847;3004
"2004-01-01";510003;"MT";359;662
"2004-01-01";510004;"MT";265;506
"2004-01-01";510005;"MT";509;662
"2004-01-01";510006;"MT";370;481
"2004-01-01";510007;"MT";1342;2351
"2004-01-01";510008;"MT";2329;3517
"2004-01-01";510009;"MT";400;949
"2004-01-01";510010;"MT";468;841
"2004-01-01";510011;"MT";242;233
"2004-01-01";510012;"MT";203;503
"2004-01-01";510013;"MT";433;701
"2004-01-01";510014;"MT";227;701
"2004-01-01";510015;"MT";334;880
"2004-01-01";510016;"MT";1928;2981
"2004-01-01";510017;"MT";660;1233
"2004-01-01";510018;"MT";184;1075
"2004-01-01";520001;"GO";21476;27305
"2004-01-01";520002;"GO";3180;4285
"2004-01-01";520003;"GO";705;1055
"2004-01-01";520004;"GO";1080;2210
"2004-01-01";520005;"GO";318;392
"2004-01-01";520006;"GO";262;415
"2004-01-01";520007;"GO";1429;2379
"2004-01-01";520008;"GO";1320;1297
"2004-01-01";520009;"GO";164;570
"2004-01-01";520010;"GO";2347;5545
"2004-01-01";520011;"GO";1344;2405
"2004-01-01";520012;"GO";481;670
"2004-01-01";520013;"GO";230;188
"2004-01-01";520014;"GO";174;227
"2004-01-01";520015;"GO";557;1402
"2004-01-01";520016;"GO";273;651
"2004-01-01";520017;"GO";334;1145
"2004-01-01";520018;"GO";1279;2286
"2004-01-01";520019;"GO";1754;3610
"2004-01-01";520020;"GO";630;1081
"2004-01-01";520021;"GO";164;236
"2004-01-01";520022;"GO";83;444
"2004-01-01";530001;"DF";22131;29431
"2004-02-01";110001;"RO";8388;6956
"2004-02-01";110002;"RO";1085;1191
"2004-02-01";110003;"RO";404;452
"2004-02-01";110004;"RO";1439;1583
"2004-02-01";110005;"RO";1739;1770
"2004-02-01";110006;"RO";981;1032
"2004-02-01";120001;"AC";1834;2005
"2004-02-01";120002;"AC";133;75
"2004-02-01";120003;"AC";40;126
"2004-02-01";120004;"AC";148;382
"2004-02-01";120005;"AC";25;15
"2004-02-01";130001;"AM";15860;14652
"2004-02-01";130002;"AM";4;3
"2004-02-01";130003;"AM";44;14
"2004-02-01";130004;"AM";187;186
"2004-02-01";130005;"AM";49;26
"2004-02-01";130006;"AM";62;19
"2004-02-01";130007;"AM";3;1
"2004-02-01";130008;"AM";22;14
"2004-02-01";130009;"AM";27;27
"2004-02-01";130010;"AM";40;33
"2004-02-01";130011;"AM";238;151
"2004-02-01";140001;"RR";1435;1198
"2004-02-01";140002;"RR";24;3
"2004-02-01";140003;"RR";16;12
"2004-02-01";140004;"RR";16;1
"2004-02-01";150001;"PA";13297;10924
"2004-02-01";150002;"PA";22;15
"2004-02-01";150003;"PA";766;413
"2004-02-01";150004;"PA";1020;1153
"2004-02-01";150005;"PA";77;56
"2004-02-01";150006;"PA";167;232
"2004-02-01";150007;"PA";1366;1113
"2004-02-01";150008;"PA";42;37
"2004-02-01";150009;"PA";2174;1829
"2004-02-01";150010;"PA";2387;2291
"2004-02-01";150011;"PA";614;1080
"2004-02-01";150012;"PA";877;770
"2004-02-01";150013;"PA";762;615
"2004-02-01";150014;"PA";469;417
"2004-02-01";150015;"PA";745;659
"2004-02-01";150016;"PA";242;234
"2004-02-01";150017;"PA";296;221
"2004-02-01";150018;"PA";434;357
"2004-02-01";150019;"PA";220;157
"2004-02-01";150020;"PA";133;108
"2004-02-01";150021;"PA";21;23
"2004-02-01";160001;"AP";1725;1763
"2004-02-01";160002;"AP";48;50
"2004-02-01";160003;"AP";124;84
"2004-02-01";160004;"AP";77;62
"2004-02-01";170001;"TO";1869;2109
"2004-02-01";170002;"TO";362;504
"2004-02-01";170003;"TO";354;419
"2004-02-01";170004;"TO";122;241
"2004-02-01";170005;"TO";1306;1130
"2004-02-01";170006;"TO";238;301
"2004-02-01";170007;"TO";125;282
"2004-02-01";170008;"TO";59;67
"2004-02-01";170009;"TO";96;156
"2004-02-01";170010;"TO";767;882
"2004-02-01";170011;"TO";160;86
"2004-02-01";210001;"MA";10009;7728
"2004-02-01";210002;"MA";80;120
"2004-02-01";210003;"MA";189;120
"2004-02-01";210004;"MA";182;99
"2004-02-01";210005;"MA";30;23
"2004-02-01";210006;"MA";26;42
"2004-02-01";210007;"MA";55;17
"2004-02-01";210008;"MA";14;7
"2004-02-01";210009;"MA";336;250
"2004-02-01";210010;"MA";241;226
"2004-02-01";210011;"MA";108;76
"2004-02-01";210012;"MA";81;51
"2004-02-01";210013;"MA";269;449
"2004-02-01";210014;"MA";349;432
"2004-02-01";210015;"MA";102;131
"2004-02-01";210016;"MA";104;53
"2004-02-01";210017;"MA";49;50
"2004-02-01";210018;"MA";21;42
"2004-02-01";210019;"MA";2222;2858
"2004-02-01";210020;"MA";378;320
"2004-02-01";210021;"MA";745;716
"2004-02-01";210022;"MA";852;745
"2004-02-01";220001;"PI";6463;5970
"2004-02-01";220002;"PI";71;106
"2004-02-01";220003;"PI";127;82
"2004-02-01";220004;"PI";44;33
"2004-02-01";220005;"PI";24;21
"2004-02-01";220006;"PI";453;476
"2004-02-01";220007;"PI";164;161
"2004-02-01";220008;"PI";56;37
"2004-02-01";220009;"PI";529;371
"2004-02-01";220010;"PI";46;65
"2004-02-01";220011;"PI";43;37
"2004-02-01";220012;"PI";9;5
"2004-02-01";220013;"PI";30;35
"2004-02-01";220014;"PI";13;33
"2004-02-01";220015;"PI";127;142
"2004-02-01";220016;"PI";59;60
"2004-02-01";220017;"PI";368;671
"2004-02-01";220018;"PI";280;105
"2004-02-01";220019;"PI";25;43
"2004-02-01";230001;"CE";32127;25887
"2004-02-01";230002;"CE";209;142
"2004-02-01";230003;"CE";213;145
"2004-02-01";230004;"CE";65;133
"2004-02-01";230005;"CE";188;194
"2004-02-01";230006;"CE";235;220
"2004-02-01";230007;"CE";752;663
"2004-02-01";230008;"CE";493;357
"2004-02-01";230009;"CE";413;264
"2004-02-01";230010;"CE";30;35
"2004-02-01";230011;"CE";2282;1800
"2004-02-01";230012;"CE";57;170
"2004-02-01";230013;"CE";78;115
"2004-02-01";230014;"CE";32;31
"2004-02-01";230015;"CE";868;1254
"2004-02-01";230016;"CE";402;194
"2004-02-01";230017;"CE";143;130
"2004-02-01";230018;"CE";85;88
"2004-02-01";240001;"RN";10211;8546
"2004-02-01";240002;"RN";55;48
"2004-02-01";240003;"RN";251;250
"2004-02-01";240004;"RN";103;127
"2004-02-01";240005;"RN";51;32
"2004-02-01";240006;"RN";64;22
"2004-02-01";240007;"RN";573;475
"2004-02-01";240008;"RN";177;212
"2004-02-01";240009;"RN";2806;2323
"2004-02-01";240010;"RN";107;50
"2004-02-01";240011;"RN";592;702
"2004-02-01";250001;"PB";6820;5232
"2004-02-01";250002;"PB";364;305
"2004-02-01";250003;"PB";202;161
"2004-02-01";250004;"PB";52;62
"2004-02-01";250005;"PB";2298;1952
"2004-02-01";250006;"PB";41;20
"2004-02-01";250007;"PB";10;22
"2004-02-01";250008;"PB";16;17
"2004-02-01";250009;"PB";385;185
"2004-02-01";250010;"PB";47;63
"2004-02-01";250011;"PB";68;85
"2004-02-01";250012;"PB";38;28
"2004-02-01";250013;"PB";6;3
"2004-02-01";250014;"PB";180;117
"2004-02-01";250015;"PB";236;125
"2004-02-01";260001;"PE";34128;25746
"2004-02-01";260002;"PE";792;625
"2004-02-01";260003;"PE";954;958
"2004-02-01";260004;"PE";187;164
"2004-02-01";260005;"PE";535;286
"2004-02-01";260006;"PE";716;410
"2004-02-01";260007;"PE";538;478
"2004-02-01";260008;"PE";98;87
"2004-02-01";260009;"PE";3322;2581
"2004-02-01";260010;"PE";652;427
"2004-02-01";260011;"PE";293;309
"2004-02-01";260012;"PE";329;272
"2004-02-01";260013;"PE";424;372
"2004-02-01";260014;"PE";115;88
"2004-02-01";260015;"PE";3461;8074
"2004-02-01";260016;"PE";456;228
"2004-02-01";260017;"PE";992;815
"2004-02-01";260018;"PE";306;377
"2004-02-01";270001;"AL";7434;5271
"2004-02-01";270002;"AL";1045;598
"2004-02-01";270003;"AL";752;497
"2004-02-01";270004;"AL";532;322
"2004-02-01";270005;"AL";1179;372
"2004-02-01";270006;"AL";139;129
"2004-02-01";270007;"AL";1030;895
"2004-02-01";270008;"AL";154;88
"2004-02-01";270009;"AL";63;83
"2004-02-01";270010;"AL";72;29
"2004-02-01";270011;"AL";41;23
"2004-02-01";280001;"SE";7899;6112
"2004-02-01";280002;"SE";339;208
"2004-02-01";280003;"SE";403;234
"2004-02-01";280004;"SE";791;427
"2004-02-01";280005;"SE";346;249
"2004-02-01";280006;"SE";86;82
"2004-02-01";290001;"BA";36792;28299
"2004-02-01";290002;"BA";1301;1202
"2004-02-01";290003;"BA";771;692
"2004-02-01";290004;"BA";905;441
"2004-02-01";290005;"BA";446;296
"2004-02-01";290006;"BA";482;282
"2004-02-01";290007;"BA";2142;1661
"2004-02-01";290008;"BA";2436;1844
"2004-02-01";290009;"BA";2089;1420
"2004-02-01";290010;"BA";158;180
"2004-02-01";290011;"BA";2303;2030
"2004-02-01";290012;"BA";523;507
"2004-02-01";290013;"BA";415;293
"2004-02-01";290014;"BA";287;254
"2004-02-01";290015;"BA";768;556
"2004-02-01";290016;"BA";525;284
"2004-02-01";290017;"BA";127;121
