"Data";"cod_rgi";"UF";"Admissões";"Demissões"
"2004-04-01";310054;"MG";280;398
"2004-04-01";310055;"MG";5432;5093
"2004-04-01";310056;"MG";1786;2641
"2004-04-01";310057;"MG";595;654
"2004-04-01";310058;"MG";526;424
"2004-04-01";310059;"MG";12267;10963
"2004-04-01";310060;"MG";1165;1450
"2004-04-01";310061;"MG";1062;1803
"2004-04-01";310062;"MG";5019;7131
"2004-04-01";310063;"MG";829;1176
"2004-04-01";310064;"MG";1861;3723
"2004-04-01";310065;"MG";7949;6592
"2004-04-01";310066;"MG";1777;2180
"2004-04-01";310067;"MG";1100;1115
"2004-04-01";310068;"MG";1433;1239
"2004-04-01";310069;"MG";604;938
"2004-04-01";310070;"MG";252;179
"2004-04-01";320001;"ES";20949;18879
"2004-04-01";320002;"ES";950;892
"2004-04-01";320003;"ES";1361;1429
"2004-04-01";320004;"ES";3804;3701
"2004-04-01";320005;"ES";2174;2048
"2004-04-01";320006;"ES";598;503
"2004-04-01";320007;"ES";2041;1705
"2004-04-01";320008;"ES";466;626
"2004-04-01";330001;"RJ";106766;90022
"2004-04-01";330002;"RJ";1626;1499
"2004-04-01";330003;"RJ";1445;1070
"2004-04-01";330004;"RJ";4989;4348
"2004-04-01";330005;"RJ";1789;1542
"2004-04-01";330006;"RJ";714;564
"2004-04-01";330007;"RJ";4058;3563
"2004-04-01";330008;"RJ";2566;2511
"2004-04-01";330009;"RJ";1653;1204
"2004-04-01";330010;"RJ";3496;2815
"2004-04-01";330011;"RJ";903;686
"2004-04-01";330012;"RJ";355;254
"2004-04-01";330013;"RJ";2285;2127
"2004-04-01";330014;"RJ";5881;4672
"2004-04-01";350001;"SP";267560;232041
"2004-04-01";350002;"SP";11940;9822
"2004-04-01";350003;"SP";18574;15868
"2004-04-01";350004;"SP";2769;1664
"2004-04-01";350005;"SP";1332;1041
"2004-04-01";350006;"SP";2014;1614
"2004-04-01";350007;"SP";1942;1647
"2004-04-01";350008;"SP";1690;1368
"2004-04-01";350009;"SP";7777;7255
"2004-04-01";350010;"SP";4512;4518
"2004-04-01";350011;"SP";2335;2437
"2004-04-01";350012;"SP";1379;1529
"2004-04-01";350013;"SP";2776;3398
"2004-04-01";350014;"SP";1661;1788
"2004-04-01";350015;"SP";2304;2134
"2004-04-01";350016;"SP";904;801
"2004-04-01";350017;"SP";324;356
"2004-04-01";350018;"SP";3659;3533
"2004-04-01";350019;"SP";786;1010
"2004-04-01";350020;"SP";962;1022
"2004-04-01";350021;"SP";503;582
"2004-04-01";350022;"SP";2698;2670
"2004-04-01";350023;"SP";3568;3263
"2004-04-01";350024;"SP";1196;1258
"2004-04-01";350025;"SP";8231;8121
"2004-04-01";350026;"SP";2538;2767
"2004-04-01";350027;"SP";1469;1182
"2004-04-01";350028;"SP";442;412
"2004-04-01";350029;"SP";1031;889
"2004-04-01";350030;"SP";249;214
"2004-04-01";350031;"SP";14952;14535
"2004-04-01";350032;"SP";3679;3502
"2004-04-01";350033;"SP";5907;6003
"2004-04-01";350034;"SP";1348;1181
"2004-04-01";350035;"SP";683;575
"2004-04-01";350036;"SP";7561;8400
"2004-04-01";350037;"SP";5152;5730
"2004-04-01";350038;"SP";39867;34373
"2004-04-01";350039;"SP";13452;11117
"2004-04-01";350040;"SP";7530;6878
"2004-04-01";350041;"SP";4208;3574
"2004-04-01";350042;"SP";4172;3497
"2004-04-01";350043;"SP";3941;3619
"2004-04-01";350044;"SP";2540;2795
"2004-04-01";350045;"SP";2706;2577
"2004-04-01";350046;"SP";2972;2548
"2004-04-01";350047;"SP";1447;1764
"2004-04-01";350048;"SP";1785;1385
"2004-04-01";350049;"SP";11099;10763
"2004-04-01";350050;"SP";4790;4584
"2004-04-01";350051;"SP";2041;2192
"2004-04-01";350052;"SP";1640;1386
"2004-04-01";350053;"SP";757;600
"2004-04-01";410001;"PR";51333;44386
"2004-04-01";410002;"PR";1971;1636
"2004-04-01";410003;"PR";1073;1162
"2004-04-01";410004;"PR";2102;1606
"2004-04-01";410005;"PR";210;175
"2004-04-01";410006;"PR";5872;5105
"2004-04-01";410007;"PR";3234;2594
"2004-04-01";410008;"PR";2531;2224
"2004-04-01";410009;"PR";1975;1570
"2004-04-01";410010;"PR";2343;2050
"2004-04-01";410011;"PR";506;325
"2004-04-01";410012;"PR";630;517
"2004-04-01";410013;"PR";998;767
"2004-04-01";410014;"PR";9118;8051
"2004-04-01";410015;"PR";1796;1656
"2004-04-01";410016;"PR";2184;1917
"2004-04-01";410017;"PR";1514;1450
"2004-04-01";410018;"PR";2124;2062
"2004-04-01";410019;"PR";465;390
"2004-04-01";410020;"PR";341;358
"2004-04-01";410021;"PR";13565;13408
"2004-04-01";410022;"PR";1812;1370
"2004-04-01";410023;"PR";2374;2144
"2004-04-01";410024;"PR";1000;1107
"2004-04-01";410025;"PR";358;294
"2004-04-01";410026;"PR";306;273
"2004-04-01";410027;"PR";5013;4256
"2004-04-01";410028;"PR";1156;1067
"2004-04-01";410029;"PR";812;758
"2004-04-01";420001;"SC";15742;13971
"2004-04-01";420002;"SC";5687;4801
"2004-04-01";420003;"SC";3428;2843
"2004-04-01";420004;"SC";1492;1289
"2004-04-01";420005;"SC";2884;2743
"2004-04-01";420006;"SC";592;569
"2004-04-01";420007;"SC";5038;4348
"2004-04-01";420008;"SC";2028;1836
"2004-04-01";420009;"SC";1186;894
"2004-04-01";420010;"SC";1906;1404
"2004-04-01";420011;"SC";1177;1058
"2004-04-01";420012;"SC";470;352
"2004-04-01";420013;"SC";399;283
"2004-04-01";420014;"SC";1457;1006
"2004-04-01";420015;"SC";1574;1519
"2004-04-01";420016;"SC";14475;12491
"2004-04-01";420017;"SC";1520;1295
"2004-04-01";420018;"SC";1792;1610
"2004-04-01";420019;"SC";11518;10288
"2004-04-01";420020;"SC";10876;8784
"2004-04-01";420021;"SC";3942;3546
"2004-04-01";420022;"SC";2734;2471
"2004-04-01";420023;"SC";697;493
"2004-04-01";420024;"SC";294;310
"2004-04-01";430001;"RS";37843;33520
"2004-04-01";430002;"RS";12208;10904
"2004-04-01";430003;"RS";1816;1373
"2004-04-01";430004;"RS";3169;2902
"2004-04-01";430005;"RS";571;458
"2004-04-01";430006;"RS";726;1203
"2004-04-01";430007;"RS";835;769
"2004-04-01";430008;"RS";341;261
"2004-04-01";430009;"RS";4980;3952
"2004-04-01";430010;"RS";1140;797
"2004-04-01";430011;"RS";2759;2475
"2004-04-01";430012;"RS";333;286
"2004-04-01";430013;"RS";555;348
"2004-04-01";430014;"RS";255;238
"2004-04-01";430015;"RS";1042;755
"2004-04-01";430016;"RS";595;468
"2004-04-01";430017;"RS";448;368
"2004-04-01";430018;"RS";1391;1168
"2004-04-01";430019;"RS";866;686
"2004-04-01";430020;"RS";883;632
"2004-04-01";430021;"RS";493;413
"2004-04-01";430022;"RS";181;157
"2004-04-01";430023;"RS";377;390
"2004-04-01";430024;"RS";239;278
"2004-04-01";430025;"RS";2367;2027
"2004-04-01";430026;"RS";2159;2025
"2004-04-01";430027;"RS";755;543
"2004-04-01";430028;"RS";1221;1036
"2004-04-01";430029;"RS";510;396
"2004-04-01";430030;"RS";846;776
"2004-04-01";430031;"RS";195;196
"2004-04-01";430032;"RS";556;451
"2004-04-01";430033;"RS";343;308
"2004-04-01";430034;"RS";178;136
"2004-04-01";430035;"RS";104;98
"2004-04-01";430036;"RS";11974;10313
"2004-04-01";430037;"RS";3303;2807
"2004-04-01";430038;"RS";1462;1286
"2004-04-01";430039;"RS";1579;1999
"2004-04-01";430040;"RS";3067;4884
"2004-04-01";430041;"RS";3584;3050
"2004-04-01";430042;"RS";118;145
"2004-04-01";430043;"RS";643;594
"2004-04-01";500001;"MS";9983;9317
"2004-04-01";500002;"MS";2594;2276
"2004-04-01";500003;"MS";1342;1443
"2004-04-01";500004;"MS";666;701
"2004-04-01";500005;"MS";3207;2931
"2004-04-01";500006;"MS";722;729
"2004-04-01";500007;"MS";894;783
"2004-04-01";500008;"MS";231;241
"2004-04-01";500009;"MS";210;190
"2004-04-01";500010;"MS";571;435
"2004-04-01";500011;"MS";432;358
"2004-04-01";500012;"MS";260;264
"2004-04-01";510001;"MT";10505;10065
"2004-04-01";510002;"MT";2520;2372
"2004-04-01";510003;"MT";796;1502
"2004-04-01";510004;"MT";402;756
"2004-04-01";510005;"MT";733;584
"2004-04-01";510006;"MT";385;467
"2004-04-01";510007;"MT";2032;2049
"2004-04-01";510008;"MT";4119;3527
"2004-04-01";510009;"MT";620;567
"2004-04-01";510010;"MT";665;622
"2004-04-01";510011;"MT";349;292
"2004-04-01";510012;"MT";480;458
"2004-04-01";510013;"MT";756;581
"2004-04-01";510014;"MT";396;441
"2004-04-01";510015;"MT";569;525
"2004-04-01";510016;"MT";2925;2752
"2004-04-01";510017;"MT";1250;1327
"2004-04-01";510018;"MT";409;581
"2004-04-01";520001;"GO";28043;25066
"2004-04-01";520002;"GO";4762;4138
"2004-04-01";520003;"GO";922;1426
"2004-04-01";520004;"GO";1534;1581
"2004-04-01";520005;"GO";378;1197
"2004-04-01";520006;"GO";362;347
"2004-04-01";520007;"GO";1497;1770
"2004-04-01";520008;"GO";1411;1072
"2004-04-01";520009;"GO";237;791
"2004-04-01";520010;"GO";3419;3101
"2004-04-01";520011;"GO";1960;1878
"2004-04-01";520012;"GO";574;1043
"2004-04-01";520013;"GO";222;207
"2004-04-01";520014;"GO";203;207
"2004-04-01";520015;"GO";905;704
"2004-04-01";520016;"GO";548;415
"2004-04-01";520017;"GO";887;1051
"2004-04-01";520018;"GO";1298;3147
"2004-04-01";520019;"GO";2556;2487
"2004-04-01";520020;"GO";956;1007
"2004-04-01";520021;"GO";239;219
"2004-04-01";520022;"GO";116;684
"2004-04-01";530001;"DF";28996;24806
"2004-05-01";110001;"RO";8291;6269
"2004-05-01";110002;"RO";1224;1125
"2004-05-01";110003;"RO";466;375
"2004-05-01";110004;"RO";1545;1824
"2004-05-01";110005;"RO";2046;2015
"2004-05-01";110006;"RO";1275;916
"2004-05-01";120001;"AC";2485;1726
"2004-05-01";120002;"AC";74;74
"2004-05-01";120003;"AC";50;38
"2004-05-01";120004;"AC";272;175
"2004-05-01";120005;"AC";17;19
"2004-05-01";130001;"AM";19497;15442
"2004-05-01";130002;"AM";5;1
"2004-05-01";130003;"AM";26;35
"2004-05-01";130004;"AM";190;88
"2004-05-01";130005;"AM";87;38
"2004-05-01";130006;"AM";29;19
"2004-05-01";130007;"AM";7;1
"2004-05-01";130008;"AM";14;14
"2004-05-01";130009;"AM";44;34
"2004-05-01";130010;"AM";49;52
"2004-05-01";130011;"AM";127;112
"2004-05-01";140001;"RR";1559;1116
"2004-05-01";140002;"RR";5;8
"2004-05-01";140003;"RR";15;25
"2004-05-01";140004;"RR";8;11
"2004-05-01";150001;"PA";15271;12220
"2004-05-01";150002;"PA";30;21
"2004-05-01";150003;"PA";789;503
"2004-05-01";150004;"PA";1784;1039
"2004-05-01";150005;"PA";91;98
"2004-05-01";150006;"PA";242;170
"2004-05-01";150007;"PA";1441;1045
"2004-05-01";150008;"PA";64;38
"2004-05-01";150009;"PA";2252;2307
"2004-05-01";150010;"PA";2561;1731
"2004-05-01";150011;"PA";1011;810
"2004-05-01";150012;"PA";769;782
"2004-05-01";150013;"PA";660;468
"2004-05-01";150014;"PA";399;464
"2004-05-01";150015;"PA";853;751
"2004-05-01";150016;"PA";494;244
"2004-05-01";150017;"PA";280;243
"2004-05-01";150018;"PA";510;436
"2004-05-01";150019;"PA";317;147
"2004-05-01";150020;"PA";130;79
"2004-05-01";150021;"PA";58;19
"2004-05-01";160001;"AP";2038;1591
"2004-05-01";160002;"AP";36;39
"2004-05-01";160003;"AP";108;69
"2004-05-01";160004;"AP";67;57
"2004-05-01";170001;"TO";3061;1798
"2004-05-01";170002;"TO";315;267
"2004-05-01";170003;"TO";362;371
"2004-05-01";170004;"TO";213;323
"2004-05-01";170005;"TO";1217;1141
"2004-05-01";170006;"TO";505;251
"2004-05-01";170007;"TO";130;148
"2004-05-01";170008;"TO";38;55
"2004-05-01";170009;"TO";52;127
"2004-05-01";170010;"TO";1082;749
"2004-05-01";170011;"TO";73;61
"2004-05-01";210001;"MA";9149;6690
"2004-05-01";210002;"MA";106;79
"2004-05-01";210003;"MA";151;193
"2004-05-01";210004;"MA";131;90
"2004-05-01";210005;"MA";32;20
"2004-05-01";210006;"MA";84;45
"2004-05-01";210007;"MA";22;22
"2004-05-01";210008;"MA";9;3
"2004-05-01";210009;"MA";321;305
"2004-05-01";210010;"MA";197;151
"2004-05-01";210011;"MA";107;85
"2004-05-01";210012;"MA";66;45
"2004-05-01";210013;"MA";1312;241
"2004-05-01";210014;"MA";231;234
"2004-05-01";210015;"MA";159;92
"2004-05-01";210016;"MA";101;93
"2004-05-01";210017;"MA";46;75
"2004-05-01";210018;"MA";14;23
"2004-05-01";210019;"MA";2427;3306
"2004-05-01";210020;"MA";358;386
"2004-05-01";210021;"MA";864;1490
"2004-05-01";210022;"MA";911;716
"2004-05-01";220001;"PI";6327;4999
"2004-05-01";220002;"PI";148;55
"2004-05-01";220003;"PI";241;126
"2004-05-01";220004;"PI";52;33
"2004-05-01";220005;"PI";36;17
"2004-05-01";220006;"PI";476;370
"2004-05-01";220007;"PI";239;160
"2004-05-01";220008;"PI";62;49
"2004-05-01";220009;"PI";474;288
"2004-05-01";220010;"PI";229;100
"2004-05-01";220011;"PI";73;34
"2004-05-01";220012;"PI";20;7
"2004-05-01";220013;"PI";60;23
"2004-05-01";220014;"PI";43;18
"2004-05-01";220015;"PI";120;74
"2004-05-01";220016;"PI";91;47
"2004-05-01";220017;"PI";480;301
"2004-05-01";220018;"PI";157;137
"2004-05-01";220019;"PI";46;218
"2004-05-01";230001;"CE";33960;25401
"2004-05-01";230002;"CE";198;195
"2004-05-01";230003;"CE";198;126
"2004-05-01";230004;"CE";78;74
"2004-05-01";230005;"CE";141;113
"2004-05-01";230006;"CE";417;247
"2004-05-01";230007;"CE";1533;857
"2004-05-01";230008;"CE";1254;281
"2004-05-01";230009;"CE";509;349
"2004-05-01";230010;"CE";62;65
"2004-05-01";230011;"CE";2492;1729
"2004-05-01";230012;"CE";132;91
"2004-05-01";230013;"CE";116;85
"2004-05-01";230014;"CE";35;18
"2004-05-01";230015;"CE";1453;895
"2004-05-01";230016;"CE";282;195
"2004-05-01";230017;"CE";209;84
"2004-05-01";230018;"CE";167;110
"2004-05-01";240001;"RN";11018;8531
"2004-05-01";240002;"RN";100;31
"2004-05-01";240003;"RN";2940;363
"2004-05-01";240004;"RN";115;477
"2004-05-01";240005;"RN";67;29
"2004-05-01";240006;"RN";26;24
"2004-05-01";240007;"RN";631;455
"2004-05-01";240008;"RN";313;381
"2004-05-01";240009;"RN";3746;2229
"2004-05-01";240010;"RN";125;56
"2004-05-01";240011;"RN";748;467
"2004-05-01";250001;"PB";10876;5069
"2004-05-01";250002;"PB";274;224
"2004-05-01";250003;"PB";1199;223
"2004-05-01";250004;"PB";168;47
"2004-05-01";250005;"PB";3116;1937
"2004-05-01";250006;"PB";29;20
"2004-05-01";250007;"PB";30;13
"2004-05-01";250008;"PB";39;33
"2004-05-01";250009;"PB";267;246
"2004-05-01";250010;"PB";115;43
"2004-05-01";250011;"PB";83;56
"2004-05-01";250012;"PB";23;16
"2004-05-01";250013;"PB";5;6
"2004-05-01";250014;"PB";218;127
"2004-05-01";250015;"PB";225;143
"2004-05-01";260001;"PE";34975;23995
"2004-05-01";260002;"PE";6819;695
"2004-05-01";260003;"PE";505;190
"2004-05-01";260004;"PE";237;125
"2004-05-01";260005;"PE";301;292
"2004-05-01";260006;"PE";2024;318
"2004-05-01";260007;"PE";336;1104
"2004-05-01";260008;"PE";105;190
"2004-05-01";260009;"PE";3606;2737
"2004-05-01";260010;"PE";647;429
"2004-05-01";260011;"PE";463;390
"2004-05-01";260012;"PE";417;312
"2004-05-01";260013;"PE";486;304
"2004-05-01";260014;"PE";95;205
"2004-05-01";260015;"PE";4181;2750
"2004-05-01";260016;"PE";391;256
"2004-05-01";260017;"PE";1184;714
"2004-05-01";260018;"PE";127;94
"2004-05-01";270001;"AL";5101;4939
"2004-05-01";270002;"AL";1417;316
"2004-05-01";270003;"AL";462;183
"2004-05-01";270004;"AL";310;140
"2004-05-01";270005;"AL";311;1159
"2004-05-01";270006;"AL";298;81
"2004-05-01";270007;"AL";1042;638
"2004-05-01";270008;"AL";70;73
"2004-05-01";270009;"AL";61;66
"2004-05-01";270010;"AL";36;36
"2004-05-01";270011;"AL";22;24
"2004-05-01";280001;"SE";7708;5710
"2004-05-01";280002;"SE";283;250
"2004-05-01";280003;"SE";353;263
"2004-05-01";280004;"SE";666;394
"2004-05-01";280005;"SE";577;233
"2004-05-01";280006;"SE";140;99
"2004-05-01";290001;"BA";38887;31183
"2004-05-01";290002;"BA";1097;1026
"2004-05-01";290003;"BA";756;503
"2004-05-01";290004;"BA";649;662
"2004-05-01";290005;"BA";428;324
"2004-05-01";290006;"BA";785;185
"2004-05-01";290007;"BA";1882;1815
"2004-05-01";290008;"BA";2316;3354
"2004-05-01";290009;"BA";1746;1791
"2004-05-01";290010;"BA";183;124
"2004-05-01";290011;"BA";2519;2544
"2004-05-01";290012;"BA";1119;611
"2004-05-01";290013;"BA";381;280
"2004-05-01";290014;"BA";293;304
"2004-05-01";290015;"BA";828;691
"2004-05-01";290016;"BA";710;359
"2004-05-01";290017;"BA";179;139
"2004-05-01";290018;"BA";2761;3291
"2004-05-01";290019;"BA";583;716
"2004-05-01";290020;"BA";288;245
"2004-05-01";290021;"BA";98;166
"2004-05-01";290022;"BA";2989;1618
"2004-05-01";290023;"BA";349;252
"2004-05-01";290024;"BA";377;237
"2004-05-01";290025;"BA";90;58
"2004-05-01";290026;"BA";78;37
"2004-05-01";290027;"BA";58;22
"2004-05-01";290028;"BA";46;56
"2004-05-01";290029;"BA";5043;4010
"2004-05-01";290030;"BA";357;279
"2004-05-01";290031;"BA";307;259
"2004-05-01";290032;"BA";188;180
"2004-05-01";290033;"BA";503;238
"2004-05-01";290034;"BA";82;189
"2004-05-01";310001;"MG";90541;67159
"2004-05-01";310002;"MG";4384;3635
"2004-05-01";310003;"MG";2145;1526
"2004-05-01";310004;"MG";1189;1001
"2004-05-01";310005;"MG";1620;960
"2004-05-01";310006;"MG";3323;2826
"2004-05-01";310007;"MG";565;634
"2004-05-01";310008;"MG";584;1037
"2004-05-01";310009;"MG";206;175
"2004-05-01";310010;"MG";1058;1239
"2004-05-01";310011;"MG";116;70
"2004-05-01";310012;"MG";145;82
"2004-05-01";310013;"MG";2087;1626
"2004-05-01";310014;"MG";970;887
"2004-05-01";310015;"MG";225;158
"2004-05-01";310016;"MG";400;412
"2004-05-01";310017;"MG";288;203
"2004-05-01";310018;"MG";107;70
"2004-05-01";310019;"MG";34;37
"2004-05-01";310020;"MG";2599;2151
"2004-05-01";310021;"MG";755;234
"2004-05-01";310022;"MG";202;156
"2004-05-01";310023;"MG";144;119
"2004-05-01";310024;"MG";7300;6017
"2004-05-01";310025;"MG";938;1068
"2004-05-01";310026;"MG";1517;1171
"2004-05-01";310027;"MG";6860;5627
"2004-05-01";310028;"MG";1280;2403
"2004-05-01";310029;"MG";2482;1912
"2004-05-01";310030;"MG";1111;929
"2004-05-01";310031;"MG";1149;875
"2004-05-01";310032;"MG";1361;958
"2004-05-01";310033;"MG";843;911
"2004-05-01";310034;"MG";359;237
"2004-05-01";310035;"MG";598;565
"2004-05-01";310036;"MG";403;352
"2004-05-01";310037;"MG";1100;855
"2004-05-01";310038;"MG";2397;2062
"2004-05-01";310039;"MG";1033;1076
"2004-05-01";310040;"MG";2356;2409
"2004-05-01";310041;"MG";2162;2901
"2004-05-01";310042;"MG";1952;3008
"2004-05-01";310043;"MG";1760;2684
"2004-05-01";310044;"MG";1683;3150
"2004-05-01";310045;"MG";1196;1431
"2004-05-01";310046;"MG";1477;2726
"2004-05-01";310047;"MG";862;1987
"2004-05-01";310048;"MG";794;710
"2004-05-01";310049;"MG";481;1305
"2004-05-01";310050;"MG";5733;4463
"2004-05-01";310051;"MG";2822;2588
"2004-05-01";310052;"MG";1200;972
"2004-05-01";310053;"MG";1025;965
"2004-05-01";310054;"MG";291;395
"2004-05-01";310055;"MG";5340;4603
"2004-05-01";310056;"MG";2052;2461
"2004-05-01";310057;"MG";747;780
"2004-05-01";310058;"MG";524;472
"2004-05-01";310059;"MG";12525;10536
"2004-05-01";310060;"MG";1081;1273
"2004-05-01";310061;"MG";1206;1829
"2004-05-01";310062;"MG";7396;6537
"2004-05-01";310063;"MG";1214;938
"2004-05-01";310064;"MG";2255;3652
"2004-05-01";310065;"MG";8963;6679
"2004-05-01";310066;"MG";2058;1844
"2004-05-01";310067;"MG";1286;1041
"2004-05-01";310068;"MG";1518;1255
"2004-05-01";310069;"MG";662;850
"2004-05-01";310070;"MG";289;216
"2004-05-01";320001;"ES";23684;20355
"2004-05-01";320002;"ES";1133;983
"2004-05-01";320003;"ES";1752;1767
"2004-05-01";320004;"ES";4086;4106
"2004-05-01";320005;"ES";2168;1929
"2004-05-01";320006;"ES";625;451
"2004-05-01";320007;"ES";2446;1880
"2004-05-01";320008;"ES";474;477
"2004-05-01";330001;"RJ";110998;93011
"2004-05-01";330002;"RJ";2218;1352
"2004-05-01";330003;"RJ";1236;1058
"2004-05-01";330004;"RJ";5538;4887
"2004-05-01";330005;"RJ";2088;1555
"2004-05-01";330006;"RJ";811;597
"2004-05-01";330007;"RJ";4039;3403
"2004-05-01";330008;"RJ";2665;2292
"2004-05-01";330009;"RJ";1510;1136
"2004-05-01";330010;"RJ";3375;2889
"2004-05-01";330011;"RJ";875;672
"2004-05-01";330012;"RJ";425;305
"2004-05-01";330013;"RJ";2519;2154
"2004-05-01";330014;"RJ";6508;4573
"2004-05-01";350001;"SP";278830;229778
"2004-05-01";350002;"SP";12149;10551
"2004-05-01";350003;"SP";19915;15446
"2004-05-01";350004;"SP";2855;1865
"2004-05-01";350005;"SP";1164;1029
"2004-05-01";350006;"SP";1885;1504
"2004-05-01";350007;"SP";2356;1664
"2004-05-01";350008;"SP";1741;1369
"2004-05-01";350009;"SP";11231;7133
"2004-05-01";350010;"SP";5171;4019
"2004-05-01";350011;"SP";2562;2081
"2004-05-01";350012;"SP";1678;1717
"2004-05-01";350013;"SP";3145;3156
"2004-05-01";350014;"SP";1882;1479
"2004-05-01";350015;"SP";2362;1867
"2004-05-01";350016;"SP";916;724
"2004-05-01";350017;"SP";477;559
"2004-05-01";350018;"SP";3929;3204
"2004-05-01";350019;"SP";959;831
"2004-05-01";350020;"SP";950;850
"2004-05-01";350021;"SP";570;521
"2004-05-01";350022;"SP";3030;2869
"2004-05-01";350023;"SP";4246;2827
"2004-05-01";350024;"SP";1338;1497
"2004-05-01";350025;"SP";8976;7948
"2004-05-01";350026;"SP";2870;2650
"2004-05-01";350027;"SP";1721;1318
"2004-05-01";350028;"SP";573;478
"2004-05-01";350029;"SP";1238;787
"2004-05-01";350030;"SP";281;222
"2004-05-01";350031;"SP";16183;13781
"2004-05-01";350032;"SP";4539;4025
"2004-05-01";350033;"SP";6473;6180
"2004-05-01";350034;"SP";1317;1162
"2004-05-01";350035;"SP";760;629
"2004-05-01";350036;"SP";8423;7183
"2004-05-01";350037;"SP";5610;4995
"2004-05-01";350038;"SP";41748;33559
"2004-05-01";350039;"SP";14256;11736
"2004-05-01";350040;"SP";8753;9537
"2004-05-01";350041;"SP";4533;3501
"2004-05-01";350042;"SP";4222;3600
"2004-05-01";350043;"SP";4405;4060
"2004-05-01";350044;"SP";3123;2778
"2004-05-01";350045;"SP";3014;2312
"2004-05-01";350046;"SP";3284;2668
"2004-05-01";350047;"SP";1679;1794
"2004-05-01";350048;"SP";1999;1348
"2004-05-01";350049;"SP";11878;11190
"2004-05-01";350050;"SP";4708;4555
"2004-05-01";350051;"SP";2136;1594
"2004-05-01";350052;"SP";1732;1322
"2004-05-01";350053;"SP";920;610
"2004-05-01";410001;"PR";54462;45743
"2004-05-01";410002;"PR";1834;1735
"2004-05-01";410003;"PR";1164;978
"2004-05-01";410004;"PR";2184;1727
"2004-05-01";410005;"PR";173;125
"2004-05-01";410006;"PR";6060;5142
"2004-05-01";410007;"PR";3338;2287
"2004-05-01";410008;"PR";2849;2097
"2004-05-01";410009;"PR";1870;1507
"2004-05-01";410010;"PR";2468;2043
"2004-05-01";410011;"PR";374;312
"2004-05-01";410012;"PR";697;538
"2004-05-01";410013;"PR";848;701
"2004-05-01";410014;"PR";9457;7875
"2004-05-01";410015;"PR";1926;1587
"2004-05-01";410016;"PR";2182;1614
"2004-05-01";410017;"PR";1717;1454
"2004-05-01";410018;"PR";2258;1673
"2004-05-01";410019;"PR";510;418
"2004-05-01";410020;"PR";405;294
"2004-05-01";410021;"PR";14490;12061
"2004-05-01";410022;"PR";2164;1729
"2004-05-01";410023;"PR";2390;1768
"2004-05-01";410024;"PR";1197;1221
"2004-05-01";410025;"PR";390;221
"2004-05-01";410026;"PR";317;280
"2004-05-01";410027;"PR";5278;4584
"2004-05-01";410028;"PR";1094;989
"2004-05-01";410029;"PR";770;766
"2004-05-01";420001;"SC";15846;13159
"2004-05-01";420002;"SC";5858;4805
"2004-05-01";420003;"SC";3589;3282
"2004-05-01";420004;"SC";1419;1479
"2004-05-01";420005;"SC";2953;2092
"2004-05-01";420006;"SC";645;595
"2004-05-01";420007;"SC";5377;4121
"2004-05-01";420008;"SC";2115;1775
"2004-05-01";420009;"SC";1149;864
"2004-05-01";420010;"SC";1958;1379
"2004-05-01";420011;"SC";1207;1030
"2004-05-01";420012;"SC";436;330
"2004-05-01";420013;"SC";433;326
"2004-05-01";420014;"SC";1234;1058
"2004-05-01";420015;"SC";1624;1554
"2004-05-01";420016;"SC";14907;13417
"2004-05-01";420017;"SC";1462;1346
"2004-05-01";420018;"SC";1623;1569
"2004-05-01";420019;"SC";11963;10172
"2004-05-01";420020;"SC";10279;8931
"2004-05-01";420021;"SC";3848;3344
"2004-05-01";420022;"SC";2798;2153
"2004-05-01";420023;"SC";603;601
"2004-05-01";420024;"SC";349;311
"2004-05-01";430001;"RS";41864;34812
"2004-05-01";430002;"RS";13276;10774
"2004-05-01";430003;"RS";1891;1389
"2004-05-01";430004;"RS";3878;3091
"2004-05-01";430005;"RS";536;479
"2004-05-01";430006;"RS";1089;1486
"2004-05-01";430007;"RS";939;806
"2004-05-01";430008;"RS";297;321
"2004-05-01";430009;"RS";4634;3599
"2004-05-01";430010;"RS";1086;913
"2004-05-01";430011;"RS";2768;2286
"2004-05-01";430012;"RS";384;351
"2004-05-01";430013;"RS";423;458
"2004-05-01";430014;"RS";321;253
"2004-05-01";430015;"RS";1011;880
"2004-05-01";430016;"RS";578;416
"2004-05-01";430017;"RS";530;371
"2004-05-01";430018;"RS";1507;1250
"2004-05-01";430019;"RS";983;723
"2004-05-01";430020;"RS";860;713
"2004-05-01";430021;"RS";537;412
"2004-05-01";430022;"RS";241;196
"2004-05-01";430023;"RS";483;324
"2004-05-01";430024;"RS";276;295
"2004-05-01";430025;"RS";2662;2232
"2004-05-01";430026;"RS";2352;1991
"2004-05-01";430027;"RS";759;764
"2004-05-01";430028;"RS";1400;1068
"2004-05-01";430029;"RS";521;383
"2004-05-01";430030;"RS";979;966
"2004-05-01";430031;"RS";218;244
"2004-05-01";430032;"RS";604;425
"2004-05-01";430033;"RS";382;254
"2004-05-01";430034;"RS";168;129
"2004-05-01";430035;"RS";115;85
"2004-05-01";430036;"RS";12891;11258
"2004-05-01";430037;"RS";3573;3024
"2004-05-01";430038;"RS";1672;1321
"2004-05-01";430039;"RS";1889;1524
"2004-05-01";430040;"RS";3641;7296
"2004-05-01";430041;"RS";4016;3209
